"docUuid","visitors","desktop_all_R","desktop_all_V","desktop_all_S3"
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","478",371,441,412
"f462cb8c-957b-11e8-b8cb-fc60c095174f","477",254,439,261
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","476",321,415,366
"8453807a-93f0-11e8-b468-fc60c095174f","474",355,458,368
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","472",326,388,344
"3446b5f6-956d-11e8-a183-fc60c095174f","471",247,345,285
"6d083cde-8505-11e8-83d1-d8cdf617378b","470",174,361,194
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","469",331,447,344
"07b77414-9f98-11e8-b572-eb1702e95e35","468",341,441,374
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","467",370,440,393
"c183bb3e-6bb6-11e8-8f74-8ed2e26c6167","465",191,452,198
"040fa184-90b5-11e8-ade0-fc60c095174f","465",300,399,338
"3d66192a-9490-11e8-9907-2078d824af27","465",385,441,398
"5465e68c-9968-11e8-b9c7-852902e95e35","461",358,412,378
"d95fc914-170b-11e8-b027-36686c0143b9","461",86,124,82
"fcf7151c-94ce-11e8-9aff-fc60c095174f","461",253,386,267
"cfeecb0e-8f2f-11e8-80da-e0e8393def43","460",347,450,356
"c029feae-01f5-11e8-a8c0-a08db8bcf5f7","459",248,296,232
"0814e520-9d3d-11e8-89aa-a25db12b5a53","456",135,329,133
"7b3a104e-90d0-11e8-af4d-2078d824af27","456",345,419,370
"335b20e6-9f90-11e8-80d1-eb1702e95e35","456",327,400,351
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","454",345,415,354
"3446b5f6-956d-11e8-a183-fc60c095174f","454",398,441,419
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","454",383,431,409
"e4525d10-6962-11e8-bf55-fb1b3249e00a","452",106,339,304
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","452",221,270,216
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","451",359,397,374
"ea50192c-9708-11e8-82a3-2078d824af27","446",293,368,335
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","445",143,213,151
"163999e2-9af0-11e8-87aa-1e0e02e95e35","444",219,386,231
"fcf7151c-94ce-11e8-9aff-fc60c095174f","444",262,423,271
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","444",224,266,225
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","444",146,292,143
"5465e68c-9968-11e8-b9c7-852902e95e35","443",337,380,349
"549cf932-7aa6-11e8-9740-4ceaba6bc217","443",257,351,282
"5bca5b5c-013c-11e8-a44d-a08db8bcf5f7","443",410,438,419
"e53a6e88-90a5-11e8-a466-2078d824af27","441",373,415,379
"7990d002-9fbc-11e8-9724-a25db12b5a53","439",271,331,283
"bc8797e6-011b-11e8-90cd-d6fd8c1371f3","438",305,352,328
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","435",180,304,188
"3d66192a-9490-11e8-9907-2078d824af27","434",365,407,379
"108aa054-96fe-11e8-bcbd-2078d824af27","433",281,402,289
"c8ba8210-94b1-11e8-ac97-2078d824af27","433",154,260,160
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","432",78,400,303
"f6c3a6e6-47b3-11e8-a26f-2f2eb7f3f1c9","431",205,412,231
"ad7927ea-00eb-11e8-9bcc-a08db8bcf5f7","430",353,424,360
"70897340-89b6-11e8-88c0-8869a7fcb7dc","426",112,366,107
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","426",219,370,227
"6725a662-328f-11e8-8066-9e0d2a124413","426",266,414,274
"fb4e9adc-958c-11e8-89f9-fc60c095174f","424",349,415,355
"f462cb8c-957b-11e8-b8cb-fc60c095174f","422",215,395,232
"ae91f93c-964f-11e8-aa2d-2078d824af27","416",247,378,258
"9294dd66-7f58-11e8-ac01-22576382b57d","413",327,397,348
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","408",258,369,274
"73a73d14-8f24-11e8-8494-e0e8393def43","407",135,250,141
"51177ba0-00eb-11e8-890a-d6fd8c1371f3","405",288,375,285
"108aa054-96fe-11e8-bcbd-2078d824af27","403",257,374,275
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","400",304,362,323
"fb4e9adc-958c-11e8-89f9-fc60c095174f","399",315,371,322
"639f23a8-00ec-11e8-86c6-d6fd8c1371f3","398",300,377,291
"ce5f2424-5e73-11e8-9ed2-be327c3166de","397",313,386,329
"1c7149de-7ea0-11e8-ada7-22576382b57d","397",250,368,267
"f8f22494-91ad-11e8-ac8f-fc60c095174f","397",274,372,290
"3d66192a-9490-11e8-9907-2078d824af27","397",311,352,323
"f0ccfd3c-013b-11e8-ac5d-a08db8bcf5f7","392",233,281,231
"b80ec268-8517-11e8-b5d2-d8cdf617378b","388",314,353,324
"70897340-89b6-11e8-88c0-8869a7fcb7dc","388",115,339,112
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","385",148,240,165
"e53a6e88-90a5-11e8-a466-2078d824af27","385",297,325,303
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","382",280,335,302
"b9a82542-971e-11e8-815e-fc60c095174f","382",288,365,308
"3924a578-9659-11e8-ae1c-fc60c095174f","381",262,340,270
"e36927f8-00e9-11e8-af1d-cf60b8bcf5f7","380",224,327,203
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","380",266,302,264
"45b330ee-9a18-11e8-b397-f017b12b5a53","380",227,313,258
"10e87e8a-94a2-11e8-ba78-2078d824af27","377",263,316,277
"38293cc4-90b9-11e8-9d44-fc60c095174f","377",168,353,199
"2ff21c08-916b-11e8-80ce-fc60c095174f","376",259,331,290
"72319330-9ed3-11e8-8dc8-eb1702e95e35","375",241,295,253
"3d66192a-9490-11e8-9907-2078d824af27","375",301,351,316
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","372",273,286,277
"5ee74e7c-9ef2-11e8-9047-eb1702e95e35","371",281,319,294
"e289578e-0109-11e8-abb3-a08db8bcf5f7","368",265,334,276
"f754c07e-0981-11e8-a994-4194588b2a65","367",187,264,188
"6af2b36e-2864-11e8-ac57-8994e7e25155","367",209,356,224
"9294dd66-7f58-11e8-ac01-22576382b57d","367",177,266,207
"a200ee44-0559-11e8-8b73-6836f727bb7d","367",307,336,324
"c97f5c78-9977-11e8-a79d-852902e95e35","366",155,287,163
"545ac28c-8c04-11e8-8f45-e0e8393def43","366",265,330,270
"907ae110-96eb-11e8-96a7-fc60c095174f","366",239,318,279
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","364",132,202,136
"b7bc51f2-8429-11e8-b57f-f86fca9e9af2","364",217,360,230
"e93c2bec-6324-11e8-85d6-fb1b3249e00a","363",278,358,281
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","362",232,240,233
"8453807a-93f0-11e8-b468-fc60c095174f","361",238,326,246
"fd0296d2-93ff-11e8-a43c-fc60c095174f","361",168,335,184
"394b186c-39a1-11e8-8243-c70d7f988848","361",181,298,165
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","361",297,332,308
"d256fcb6-7eb0-11e8-b2ee-22576382b57d","360",49,85,50
"b0a03aa2-8fee-11e8-b225-8869a7fcb7dc","360",113,278,141
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","359",231,328,246
"72319330-9ed3-11e8-8dc8-eb1702e95e35","359",227,295,239
"10e87e8a-94a2-11e8-ba78-2078d824af27","357",237,304,250
"3bfd7946-9014-11e8-833b-2078d824af27","357",152,246,145
"6ff50a26-44a0-11e8-9e48-de2ce12992ad","355",223,251,233
"deaf89cc-00ef-11e8-a834-a08db8bcf5f7","355",175,288,141
"6ca36904-73a2-11e8-9292-ab7403c1ce92","354",276,329,298
"3d66192a-9490-11e8-9907-2078d824af27","354",252,289,259
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","353",269,311,281
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","352",149,246,153
"891d4278-67d4-11e8-9a86-fb1b3249e00a","351",193,251,204
"add99d66-878f-11e8-b0f7-f63dca9e9af2","351",304,329,312
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","351",138,186,143
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","348",229,264,238
"394b186c-39a1-11e8-8243-c70d7f988848","347",170,274,154
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","344",237,306,250
"c68d5b34-0546-11e8-b8df-6836f727bb7d","344",89,235,97
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","342",298,328,313
"fd0296d2-93ff-11e8-a43c-fc60c095174f","340",133,299,135
"7990d002-9fbc-11e8-9724-a25db12b5a53","338",199,242,220
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","337",237,301,273
"e9176b88-8bf4-11e8-ad3a-8869a7fcb7dc","336",143,220,150
"72319330-9ed3-11e8-8dc8-eb1702e95e35","335",250,291,262
"ebddb200-6a20-11e8-ac62-85aca6a83071","335",233,329,240
"7a72c312-06a7-11e8-8852-328f588b2a65","334",260,327,296
"3d66192a-9490-11e8-9907-2078d824af27","334",244,273,246
"fdc8b106-8a58-11e8-8695-e0e8393def43","333",252,313,288
"3bfd7946-9014-11e8-833b-2078d824af27","332",153,283,149
"8dbef6bc-8112-11e8-9665-f86fca9e9af2","332",184,233,201
"3c79e21e-80f2-11e8-8d1b-d8cdf617378b","331",228,303,247
"72319330-9ed3-11e8-8dc8-eb1702e95e35","331",200,252,210
"fc4fe9ba-85c2-11e8-817a-5683a7fcb7dc","331",265,319,271
"fb4e9adc-958c-11e8-89f9-fc60c095174f","331",246,303,249
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","329",230,264,236
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","329",114,176,124
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","326",196,230,209
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","325",172,202,174
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","323",237,284,262
"d256fcb6-7eb0-11e8-b2ee-22576382b57d","323",123,201,130
"a20ce268-00e9-11e8-94e6-cf60b8bcf5f7","323",0,2,0
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","322",232,290,255
"c429cfac-9593-11e8-863b-fc60c095174f","321",122,287,127
"e800fd4a-064d-11e8-bbdb-ef4bf727bb7d","320",151,217,166
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","320",226,285,252
"8453807a-93f0-11e8-b468-fc60c095174f","318",223,306,231
"3924a578-9659-11e8-ae1c-fc60c095174f","317",231,303,241
"1a25424e-917d-11e8-9d5b-2078d824af27","316",234,278,249
"3bfd7946-9014-11e8-833b-2078d824af27","316",125,219,122
"10e87e8a-94a2-11e8-ba78-2078d824af27","315",171,215,181
"fd0296d2-93ff-11e8-a43c-fc60c095174f","315",144,282,154
"83a5d660-9011-11e8-ae9b-2078d824af27","314",143,264,165
"f8f22494-91ad-11e8-ac8f-fc60c095174f","313",210,289,224
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","313",269,300,286
"138ad2d4-9559-11e8-993b-2078d824af27","313",210,273,226
"45b330ee-9a18-11e8-b397-f017b12b5a53","312",162,224,188
"1601859a-00f2-11e8-b800-a08db8bcf5f7","312",59,71,60
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","309",126,204,135
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","308",217,250,237
"c97f5c78-9977-11e8-a79d-852902e95e35","306",154,248,164
"25108336-7c55-11e8-8ab0-4ceaba6bc217","305",146,258,146
"70897340-89b6-11e8-88c0-8869a7fcb7dc","305",95,278,95
"6d99ea58-a125-11e8-85de-8f4a631f500f","305",183,231,196
"c429cfac-9593-11e8-863b-fc60c095174f","305",118,265,119
"bc8797e6-011b-11e8-90cd-d6fd8c1371f3","305",131,153,138
"8453807a-93f0-11e8-b468-fc60c095174f","304",212,269,218
"83ac848c-00f7-11e8-b422-a08db8bcf5f7","304",83,147,88
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","304",137,177,135
"2ff21c08-916b-11e8-80ce-fc60c095174f","304",233,292,244
"ebddb200-6a20-11e8-ac62-85aca6a83071","303",207,296,213
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","303",187,201,187
"f0342652-96f5-11e8-83ad-2078d824af27","303",158,258,173
"10e87e8a-94a2-11e8-ba78-2078d824af27","303",250,282,260
"108aa054-96fe-11e8-bcbd-2078d824af27","302",199,276,211
"f586653a-4942-11e8-8ecf-2f2eb7f3f1c9","300",245,278,254
"fcf7151c-94ce-11e8-9aff-fc60c095174f","298",150,251,159
"5423b52c-00f3-11e8-9a58-a08db8bcf5f7","297",208,248,217
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","297",216,252,221
"25c3bace-00e9-11e8-991b-00bd8c1371f3","296",215,292,230
"70897340-89b6-11e8-88c0-8869a7fcb7dc","295",66,255,60
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","295",220,228,224
"0814e520-9d3d-11e8-89aa-a25db12b5a53","295",71,164,73
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","295",193,224,202
"cb900a6e-1644-11e8-9597-36686c0143b9","295",223,285,227
"45e17a34-72cd-11e8-86ac-f0a9a6a83071","295",130,189,149
"fb4e9adc-958c-11e8-89f9-fc60c095174f","294",215,257,222
"f0342652-96f5-11e8-83ad-2078d824af27","294",143,249,155
"ea50192c-9708-11e8-82a3-2078d824af27","294",213,270,249
"fd0296d2-93ff-11e8-a43c-fc60c095174f","294",141,278,153
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","293",194,222,200
"73a73d14-8f24-11e8-8494-e0e8393def43","292",75,148,78
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","290",213,252,215
"b6f434f0-9631-11e8-8a60-fc60c095174f","290",154,199,161
"e53a6e88-90a5-11e8-a466-2078d824af27","289",218,245,229
"3924a578-9659-11e8-ae1c-fc60c095174f","287",196,249,201
"2ff21c08-916b-11e8-80ce-fc60c095174f","285",226,271,236
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","284",146,229,148
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","283",107,173,115
"a2aae3bc-8025-11e8-b4c6-4ceaba6bc217","283",221,269,235
"e53a6e88-90a5-11e8-a466-2078d824af27","282",231,252,235
"421f65a6-93f6-11e8-925d-fc60c095174f","282",158,223,175
"b234667a-00e9-11e8-84ee-00bd8c1371f3","282",91,207,93
"f0342652-96f5-11e8-83ad-2078d824af27","281",143,233,147
"8e1f84aa-46ca-11e8-9901-de2ce12992ad","281",216,266,230
"f462cb8c-957b-11e8-b8cb-fc60c095174f","281",125,231,132
"108aa054-96fe-11e8-bcbd-2078d824af27","280",110,244,125
"1601859a-00f2-11e8-b800-a08db8bcf5f7","278",66,80,67
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","278",178,200,179
"138ad2d4-9559-11e8-993b-2078d824af27","277",170,255,194
"138ad2d4-9559-11e8-993b-2078d824af27","277",178,259,196
"e53a6e88-90a5-11e8-a466-2078d824af27","275",174,211,186
"a200ee44-0559-11e8-8b73-6836f727bb7d","275",236,259,248
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","274",245,262,252
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","274",205,246,213
"138ad2d4-9559-11e8-993b-2078d824af27","274",193,254,205
"11dd5cd2-414d-11e8-8d21-a1e87e988848","274",167,232,184
"138ad2d4-9559-11e8-993b-2078d824af27","273",127,184,140
"9294dd66-7f58-11e8-ac01-22576382b57d","272",211,251,224
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","271",205,231,207
"158570c8-747d-11e8-aa2c-f0a9a6a83071","270",180,215,186
"1601859a-00f2-11e8-b800-a08db8bcf5f7","270",78,93,81
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","269",146,230,151
"421f65a6-93f6-11e8-925d-fc60c095174f","269",99,128,109
"aeb9b5b6-00e6-11e8-9694-00bd8c1371f3","269",223,265,237
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","268",169,175,169
"138ad2d4-9559-11e8-993b-2078d824af27","267",141,216,156
"fdc8b106-8a58-11e8-8695-e0e8393def43","267",218,232,220
"421f65a6-93f6-11e8-925d-fc60c095174f","266",155,198,168
"e36927f8-00e9-11e8-af1d-cf60b8bcf5f7","264",146,219,135
"10e87e8a-94a2-11e8-ba78-2078d824af27","263",158,200,167
"10e87e8a-94a2-11e8-ba78-2078d824af27","263",226,243,233
"108aa054-96fe-11e8-bcbd-2078d824af27","263",117,221,136
"d95fc914-170b-11e8-b027-36686c0143b9","262",44,87,39
"295011f0-8439-11e8-88db-f86fca9e9af2","262",87,258,91
"fd79e8cc-738e-11e8-988e-f0a9a6a83071","262",137,186,178
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","260",199,246,202
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","259",141,222,141
"3446b5f6-956d-11e8-a183-fc60c095174f","258",199,218,210
"f754c07e-0981-11e8-a994-4194588b2a65","258",117,186,116
"6725a662-328f-11e8-8066-9e0d2a124413","257",167,240,171
"8453807a-93f0-11e8-b468-fc60c095174f","257",167,242,171
"07b77414-9f98-11e8-b572-eb1702e95e35","257",183,226,192
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","256",103,187,103
"07b77414-9f98-11e8-b572-eb1702e95e35","256",182,224,189
"f9e00a2e-01a2-11e8-b541-a08db8bcf5f7","255",204,249,217
"e93c2bec-6324-11e8-85d6-fb1b3249e00a","254",165,217,167
"1c7149de-7ea0-11e8-ada7-22576382b57d","254",162,237,169
"7971605c-7530-11e8-bec0-ab7403c1ce92","253",171,202,176
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","252",194,223,199
"fcf7151c-94ce-11e8-9aff-fc60c095174f","252",107,179,120
"c429cfac-9593-11e8-863b-fc60c095174f","252",96,223,105
"ba5f0ab8-7b9a-11e8-896a-22576382b57d","251",158,240,164
"bc518a3e-026a-11e8-93a1-a08db8bcf5f7","250",95,250,107
"925488dc-8e54-11e8-a0ec-e0e8393def43","250",212,239,222
"38293cc4-90b9-11e8-9d44-fc60c095174f","249",109,237,122
"440a3e5e-00f8-11e8-bbf0-a08db8bcf5f7","248",198,214,203
"138ad2d4-9559-11e8-993b-2078d824af27","247",157,220,172
"fdc8b106-8a58-11e8-8695-e0e8393def43","247",177,222,197
"421f65a6-93f6-11e8-925d-fc60c095174f","247",169,216,184
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","247",201,231,207
"3924a578-9659-11e8-ae1c-fc60c095174f","246",151,213,157
"c429cfac-9593-11e8-863b-fc60c095174f","246",133,210,137
"8dbef6bc-8112-11e8-9665-f86fca9e9af2","245",128,166,140
"3a75ea5e-8b4b-11e8-a35c-e0e8393def43","244",206,233,219
"1601859a-00f2-11e8-b800-a08db8bcf5f7","243",58,72,63
"fdc8b106-8a58-11e8-8695-e0e8393def43","242",193,218,201
"f8f22494-91ad-11e8-ac8f-fc60c095174f","241",158,211,172
"9294dd66-7f58-11e8-ac01-22576382b57d","241",152,198,159
"c429cfac-9593-11e8-863b-fc60c095174f","241",90,200,96
"421f65a6-93f6-11e8-925d-fc60c095174f","241",126,165,141
"fdc8b106-8a58-11e8-8695-e0e8393def43","240",200,218,201
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","240",174,200,175
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","239",148,183,155
"e53a6e88-90a5-11e8-a466-2078d824af27","239",183,212,198
"e20f277a-03ed-11e8-a962-a08db8bcf5f7","238",147,228,131
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","238",107,128,115
"639f23a8-00ec-11e8-86c6-d6fd8c1371f3","238",187,231,178
"fd0296d2-93ff-11e8-a43c-fc60c095174f","236",104,204,110
"c429cfac-9593-11e8-863b-fc60c095174f","236",107,200,113
"c8163874-8a96-11e8-ae59-e0e8393def43","236",109,188,113
"3c79e21e-80f2-11e8-8d1b-d8cdf617378b","235",161,211,168
