"docUuid","visitors","desktop_all_R","desktop_all_V","desktop_all_S3"
"907ae110-96eb-11e8-96a7-fc60c095174f","3976",1908,2666,2426
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","3951",2939,3334,2960
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","3863",738,3641,2937
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","3810",2161,2462,2224
"6d99ea58-a125-11e8-85de-8f4a631f500f","3787",1976,2380,2082
"3d66192a-9490-11e8-9907-2078d824af27","3749",2765,3210,2853
"cf8d0e1c-9639-11e8-936f-2078d824af27","3724",1776,3007,2313
"e129338e-963f-11e8-a542-2078d824af27","3704",1965,2463,2203
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","3696",1568,2034,1626
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","3680",1918,2331,2074
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","3590",2436,3040,2549
"fe061f3a-06a2-11e8-9dee-328f588b2a65","3581",2352,3308,2671
"b6f434f0-9631-11e8-8a60-fc60c095174f","3556",1965,2753,2054
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","3514",3212,3470,3320
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","3451",756,1419,796
"e129338e-963f-11e8-a542-2078d824af27","3415",1406,1728,1556
"d95fc914-170b-11e8-b027-36686c0143b9","3409",261,448,218
"163999e2-9af0-11e8-87aa-1e0e02e95e35","3402",870,1396,910
"a1ef9464-9a46-11e8-8b2a-1e0e02e95e35","3399",1713,2071,1816
"4f70ab5a-9a33-11e8-a608-f017b12b5a53","3373",1070,1869,1146
"fcf7151c-94ce-11e8-9aff-fc60c095174f","3358",1251,2398,1390
"a5dc0066-a154-11e8-84d8-8f4a631f500f","3358",2223,2495,2403
"fb4e9adc-958c-11e8-89f9-fc60c095174f","3354",779,1068,804
"158570c8-747d-11e8-aa2c-f0a9a6a83071","3344",1969,2657,2111
"c5eb79ce-a085-11e8-a080-41d95f45639c","3319",636,925,691
"7990d002-9fbc-11e8-9724-a25db12b5a53","3306",1463,1779,1576
"d1a1b35a-93ce-11e8-bcba-fc60c095174f","3261",1431,2210,1589
"b6f434f0-9631-11e8-8a60-fc60c095174f","3242",969,1346,1022
"99301356-9953-11e8-8039-2078d824af27","3210",947,1755,1313
"fb4e9adc-958c-11e8-89f9-fc60c095174f","3159",620,852,641
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","3048",1744,2008,1816
"14b01f4c-707f-11e8-afa1-ab7403c1ce92","3029",1867,2571,2109
"07b77414-9f98-11e8-b572-eb1702e95e35","3020",1394,2005,1547
"421f65a6-93f6-11e8-925d-fc60c095174f","3018",2271,2734,2443
"ae91f93c-964f-11e8-aa2d-2078d824af27","3003",1334,2139,1362
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","2873",2214,2657,2298
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","2840",2188,2589,2257
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","2832",1054,1977,1103
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","2809",1843,2062,1890
"10e87e8a-94a2-11e8-ba78-2078d824af27","2796",2052,2281,2114
"891d4278-67d4-11e8-9a86-fb1b3249e00a","2777",1539,2141,1615
"5465e68c-9968-11e8-b9c7-852902e95e35","2739",2172,2468,2240
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","2713",1245,2359,1198
"aa8477c6-a224-11e8-b201-41d95f45639c","2710",1833,2208,1944
"5465e68c-9968-11e8-b9c7-852902e95e35","2695",2123,2402,2176
"9258c4e2-9188-11e8-baef-fc60c095174f","2674",654,1850,696
"3d66192a-9490-11e8-9907-2078d824af27","2669",1727,2000,1773
"f0ccfd3c-013b-11e8-ac5d-a08db8bcf5f7","2667",1840,2124,1825
"8453807a-93f0-11e8-b468-fc60c095174f","2664",1350,1858,1383
"d95fc914-170b-11e8-b027-36686c0143b9","2651",218,400,181
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","2605",514,1162,498
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","2601",1561,1968,1610
"c97f5c78-9977-11e8-a79d-852902e95e35","2595",710,1416,757
"ae8e992c-a08b-11e8-9082-41d95f45639c","2537",1622,2209,1685
"5ee74e7c-9ef2-11e8-9047-eb1702e95e35","2506",1416,1647,1487
"d95fc914-170b-11e8-b027-36686c0143b9","2480",176,370,142
"11dd5cd2-414d-11e8-8d21-a1e87e988848","2475",1471,1644,1500
"3d66192a-9490-11e8-9907-2078d824af27","2467",1744,2008,1813
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","2463",1873,2231,2107
"1f0b2036-a22f-11e8-9d4d-8f4a631f500f","2399",1259,1610,1322
"0814e520-9d3d-11e8-89aa-a25db12b5a53","2398",1007,2144,1015
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","2392",196,1354,1016
"10e87e8a-94a2-11e8-ba78-2078d824af27","2382",2073,2307,2135
"3bfd7946-9014-11e8-833b-2078d824af27","2377",1038,1544,1001
"c429cfac-9593-11e8-863b-fc60c095174f","2358",1018,2224,1064
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","2309",1524,1800,1664
"421f65a6-93f6-11e8-925d-fc60c095174f","2305",1085,1312,1186
"deaf89cc-00ef-11e8-a834-a08db8bcf5f7","2304",1024,1986,763
"69f972a4-a168-11e8-9077-41d95f45639c","2271",1032,1558,1088
"1c3a3da4-a06a-11e8-815c-41d95f45639c","2264",266,1676,1345
"afcaa190-1df1-11e8-805a-deccd0dd5d77","2257",1418,1809,1485
"57203bf0-6fa3-11e8-b5a2-70a303c1ce92","2246",1682,1810,1714
"0814e520-9d3d-11e8-89aa-a25db12b5a53","2237",993,2026,1018
"fb4e9adc-958c-11e8-89f9-fc60c095174f","2218",1071,1418,1115
"545ac28c-8c04-11e8-8f45-e0e8393def43","2212",1789,2147,1828
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","2175",1233,1570,1296
"c8ba8210-94b1-11e8-ac97-2078d824af27","2169",854,1398,898
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","2156",390,2043,1633
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","2143",1497,1823,1546
"421f65a6-93f6-11e8-925d-fc60c095174f","2126",1563,1887,1686
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","2107",1676,1993,1707
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","2106",1378,1568,1435
"d89a2080-994f-11e8-b4bc-2078d824af27","2088",1004,1336,1089
"421f65a6-93f6-11e8-925d-fc60c095174f","2061",1544,1899,1695
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","2051",1070,1423,1117
"fa5e724a-9baa-11e8-856a-eb1702e95e35","2035",935,1140,996
"b23460a8-00e9-11e8-84ee-00bd8c1371f3","2012",1285,1771,1432
"3d66192a-9490-11e8-9907-2078d824af27","1977",1669,1926,1726
"45b330ee-9a18-11e8-b397-f017b12b5a53","1959",780,1078,913
"3446b5f6-956d-11e8-a183-fc60c095174f","1953",1373,1538,1456
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","1946",708,1323,685
"158570c8-747d-11e8-aa2c-f0a9a6a83071","1940",989,1395,1074
"421f65a6-93f6-11e8-925d-fc60c095174f","1916",1391,1673,1512
"8e1f84aa-46ca-11e8-9901-de2ce12992ad","1889",1588,1864,1683
"2638cfae-9c74-11e8-96ad-a25db12b5a53","1857",1384,1677,1435
"a834ff8a-93d9-11e8-ae17-2078d824af27","1836",808,1149,856
"1a25424e-917d-11e8-9d5b-2078d824af27","1813",819,1089,892
"14b01f4c-707f-11e8-afa1-ab7403c1ce92","1799",1031,1385,1171
"335b20e6-9f90-11e8-80d1-eb1702e95e35","1795",1434,1649,1510
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","1784",1136,1411,1184
"3924a578-9659-11e8-ae1c-fc60c095174f","1772",833,1169,890
"3d66192a-9490-11e8-9907-2078d824af27","1741",1242,1424,1291
"f0ccfd3c-013b-11e8-ac5d-a08db8bcf5f7","1721",1165,1350,1152
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","1721",356,636,381
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","1719",1194,1505,1256
"1f70904e-9b02-11e8-bc21-f017b12b5a53","1701",384,618,470
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1694",1314,1444,1350
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1684",705,995,737
"f462cb8c-957b-11e8-b8cb-fc60c095174f","1659",204,475,221
"3d66192a-9490-11e8-9907-2078d824af27","1621",1321,1552,1358
"3446b5f6-956d-11e8-a183-fc60c095174f","1600",1122,1293,1199
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1581",1267,1466,1307
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","1573",1333,1478,1390
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1570",640,918,683
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","1570",1151,1430,1316
"cc881dae-220a-11e8-a885-7f6bd0dd5d77","1566",1158,1515,1109
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","1556",847,1386,1047
"0814e520-9d3d-11e8-89aa-a25db12b5a53","1554",295,684,293
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1531",1143,1267,1172
"f8f22494-91ad-11e8-ac8f-fc60c095174f","1520",623,887,655
"afcaa190-1df1-11e8-805a-deccd0dd5d77","1485",785,1043,818
"163999e2-9af0-11e8-87aa-1e0e02e95e35","1484",482,714,495
"5277927e-0fef-11e8-b2b2-02ed3694657e","1474",1253,1409,1299
"c429cfac-9593-11e8-863b-fc60c095174f","1468",681,1356,710
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","1448",1138,1375,1193
"fd0296d2-93ff-11e8-a43c-fc60c095174f","1443",666,1312,690
"9f71df54-a215-11e8-92a5-8f4a631f500f","1430",603,879,646
"e53a6e88-90a5-11e8-a466-2078d824af27","1396",1205,1324,1247
"c8ba8210-94b1-11e8-ac97-2078d824af27","1376",445,661,457
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1372",593,663,600
"fa5e724a-9baa-11e8-856a-eb1702e95e35","1369",774,988,845
"1f70904e-9b02-11e8-bc21-f017b12b5a53","1359",228,390,283
"335b20e6-9f90-11e8-80d1-eb1702e95e35","1340",1017,1198,1075
"c029feae-01f5-11e8-a8c0-a08db8bcf5f7","1333",903,1037,835
"9258c4e2-9188-11e8-baef-fc60c095174f","1332",540,1191,568
"10e87e8a-94a2-11e8-ba78-2078d824af27","1323",1146,1280,1184
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","1312",687,866,757
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","1310",478,941,472
"1a449504-6a36-11e8-86b0-85aca6a83071","1307",723,1284,722
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","1305",940,1197,958
"fa5e724a-9baa-11e8-856a-eb1702e95e35","1295",386,498,415
"fd0296d2-93ff-11e8-a43c-fc60c095174f","1283",624,1205,648
"2638cfae-9c74-11e8-96ad-a25db12b5a53","1279",953,1188,1006
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","1276",345,712,328
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","1267",767,1179,795
"c5eb79ce-a085-11e8-a080-41d95f45639c","1263",272,361,287
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1257",1020,1183,1051
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1249",676,757,697
"d5b9ac3c-3671-11e8-a522-c70d7f988848","1246",941,1174,1041
"adcf3b3c-9ef0-11e8-a762-a25db12b5a53","1223",335,749,373
"3446b5f6-956d-11e8-a183-fc60c095174f","1219",560,658,603
"3924a578-9659-11e8-ae1c-fc60c095174f","1218",844,1092,886
"2ddf22de-868b-11e8-95d8-f63dca9e9af2","1200",1020,1169,1074
"9258c4e2-9188-11e8-baef-fc60c095174f","1197",454,1054,483
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","1176",405,879,382
"b9a82542-971e-11e8-815e-fc60c095174f","1158",559,760,617
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","1154",898,1099,921
"c83591a6-a05d-11e8-af80-8f4a631f500f","1149",740,871,760
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","1144",853,983,862
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","1144",567,733,604
"e53a6e88-90a5-11e8-a466-2078d824af27","1143",923,1030,952
"8e1f84aa-46ca-11e8-9901-de2ce12992ad","1134",952,1114,997
"e53a6e88-90a5-11e8-a466-2078d824af27","1114",950,1043,980
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1106",546,815,580
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","1096",578,974,621
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","1083",822,1007,932
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1081",625,712,650
"163999e2-9af0-11e8-87aa-1e0e02e95e35","1080",638,1006,661
"158570c8-747d-11e8-aa2c-f0a9a6a83071","1068",559,753,605
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","1050",946,1034,975
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","1040",479,638,515
"10e87e8a-94a2-11e8-ba78-2078d824af27","1039",704,795,730
"925488dc-8e54-11e8-a0ec-e0e8393def43","1030",858,999,895
"6ff50a26-44a0-11e8-9e48-de2ce12992ad","1028",753,844,777
"21b31f3a-a12d-11e8-be1d-41d95f45639c","1017",430,517,459
"5465e68c-9968-11e8-b9c7-852902e95e35","1013",820,938,846
"3446b5f6-956d-11e8-a183-fc60c095174f","1011",714,790,756
"e4525d10-6962-11e8-bf55-fb1b3249e00a","1011",264,770,687
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","1009",447,732,473
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1006",492,575,508
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1003",777,874,799
"42321806-94b7-11e8-9e55-fc60c095174f","1000",466,602,501
"b23460a8-00e9-11e8-84ee-00bd8c1371f3","995",657,843,707
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","986",659,863,675
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","973",692,785,702
"cc881dae-220a-11e8-a885-7f6bd0dd5d77","973",732,938,698
"b80ec268-8517-11e8-b5d2-d8cdf617378b","968",836,928,867
"163999e2-9af0-11e8-87aa-1e0e02e95e35","966",568,902,579
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","964",676,846,691
"3d66192a-9490-11e8-9907-2078d824af27","960",822,903,847
"c68d5b34-0546-11e8-b8df-6836f727bb7d","959",271,719,312
"158570c8-747d-11e8-aa2c-f0a9a6a83071","959",617,810,658
"36b1feec-9ae3-11e8-8c2d-1e0e02e95e35","946",182,285,222
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","946",432,655,472
"cf8d0e1c-9639-11e8-936f-2078d824af27","939",318,533,417
"3031c876-90c1-11e8-a3d8-2078d824af27","935",735,874,803
"fdc8b106-8a58-11e8-8695-e0e8393def43","932",780,903,808
"fd79e8cc-738e-11e8-988e-f0a9a6a83071","932",562,783,730
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","932",336,511,365
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","907",409,495,437
"5465e68c-9968-11e8-b9c7-852902e95e35","902",730,836,755
"9258c4e2-9188-11e8-baef-fc60c095174f","890",324,753,369
"c183bb3e-6bb6-11e8-8f74-8ed2e26c6167","890",328,866,339
"e129338e-963f-11e8-a542-2078d824af27","886",374,458,414
"a20ce268-00e9-11e8-94e6-cf60b8bcf5f7","882",1,3,2
"421f65a6-93f6-11e8-925d-fc60c095174f","880",386,474,419
"108aa054-96fe-11e8-bcbd-2078d824af27","878",559,804,597
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","871",625,680,633
"5465e68c-9968-11e8-b9c7-852902e95e35","862",709,794,725
"c429cfac-9593-11e8-863b-fc60c095174f","855",406,812,424
"e289578e-0109-11e8-abb3-a08db8bcf5f7","848",668,805,687
"5465e68c-9968-11e8-b9c7-852902e95e35","841",677,782,697
"421f65a6-93f6-11e8-925d-fc60c095174f","834",316,410,358
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","833",515,678,539
"3446b5f6-956d-11e8-a183-fc60c095174f","831",532,652,572
"c881cb96-8c0a-11e8-8ed5-8869a7fcb7dc","829",435,546,484
"c8ba8210-94b1-11e8-ac97-2078d824af27","826",227,393,242
"158570c8-747d-11e8-aa2c-f0a9a6a83071","825",423,544,463
"68fbf22e-6fb7-11e8-8028-f0a9a6a83071","822",661,796,631
"fdc8b106-8a58-11e8-8695-e0e8393def43","821",646,777,689
"c429cfac-9593-11e8-863b-fc60c095174f","819",374,776,404
"335b20e6-9f90-11e8-80d1-eb1702e95e35","816",590,683,617
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","815",386,491,428
"335b20e6-9f90-11e8-80d1-eb1702e95e35","805",569,676,597
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","803",385,635,401
"e60d6780-5814-11e8-81c8-c044553edb85","801",428,770,490
"e9383386-995f-11e8-a4ed-852902e95e35","801",219,392,238
"deaf89cc-00ef-11e8-a834-a08db8bcf5f7","799",327,644,287
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","798",700,775,729
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","797",466,707,556
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","795",665,771,679
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","794",338,392,358
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","792",605,679,593
"c8ba8210-94b1-11e8-ac97-2078d824af27","785",213,342,227
"e4525d10-6962-11e8-bf55-fb1b3249e00a","780",183,560,508
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","779",325,490,349
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","779",584,731,611
"1f70904e-9b02-11e8-bc21-f017b12b5a53","779",304,465,355
"8d837ec6-00fb-11e8-9f84-d6fd8c1371f3","776",583,753,579
"cf8d0e1c-9639-11e8-936f-2078d824af27","776",210,344,263
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","774",522,665,496
"5277927e-0fef-11e8-b2b2-02ed3694657e","771",654,753,692
"040fa184-90b5-11e8-ade0-fc60c095174f","771",525,665,575
"5bca5b5c-013c-11e8-a44d-a08db8bcf5f7","770",710,752,725
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","764",564,651,586
"b2c1fd62-6a4a-11e8-a6f6-8ed2e26c6167","759",597,753,607
"ae91f93c-964f-11e8-aa2d-2078d824af27","756",459,675,474
"d95fc914-170b-11e8-b027-36686c0143b9","749",129,198,121
"7b3a104e-90d0-11e8-af4d-2078d824af27","748",594,670,610
"fb4e9adc-958c-11e8-89f9-fc60c095174f","746",633,736,648
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","743",488,530,484
"d5b9ac3c-3671-11e8-a522-c70d7f988848","738",566,700,616
"925488dc-8e54-11e8-a0ec-e0e8393def43","738",621,703,644
"5465e68c-9968-11e8-b9c7-852902e95e35","737",582,676,607
"cf8d0e1c-9639-11e8-936f-2078d824af27","731",297,543,420
"c8ba8210-94b1-11e8-ac97-2078d824af27","728",134,214,140
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","727",319,487,349
"f462cb8c-957b-11e8-b8cb-fc60c095174f","726",105,197,109
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","721",350,629,359
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","719",346,590,375
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","717",325,430,361
"10e87e8a-94a2-11e8-ba78-2078d824af27","715",587,644,604
"dc5f5332-8682-11e8-a5eb-5683a7fcb7dc","715",631,702,643
"c8ba8210-94b1-11e8-ac97-2078d824af27","714",142,230,152
"96de8e12-00eb-11e8-8743-a08db8bcf5f7","711",315,389,305
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","709",446,534,482
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","708",570,666,587
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","708",504,592,528
"5465e68c-9968-11e8-b9c7-852902e95e35","707",567,640,588
"38293cc4-90b9-11e8-9d44-fc60c095174f","706",263,537,295
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","705",559,658,612
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","692",519,550,530
"c68d5b34-0546-11e8-b8df-6836f727bb7d","689",177,502,208
"9258c4e2-9188-11e8-baef-fc60c095174f","689",242,586,264
"7990d002-9fbc-11e8-9724-a25db12b5a53","685",496,587,532
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","684",301,364,309
"89e5ff32-1d25-11e8-aa47-8fc5d0dd5d77","680",461,652,484
"73a73d14-8f24-11e8-8494-e0e8393def43","678",189,396,200
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","678",460,499,466
"c5eb79ce-a085-11e8-a080-41d95f45639c","677",504,627,535
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","676",367,627,388
"c8ba8210-94b1-11e8-ac97-2078d824af27","675",306,515,319
"3c79e21e-80f2-11e8-8d1b-d8cdf617378b","674",493,636,520
"fd0296d2-93ff-11e8-a43c-fc60c095174f","669",286,550,299
"421f65a6-93f6-11e8-925d-fc60c095174f","664",389,457,417
"fd79e8cc-738e-11e8-988e-f0a9a6a83071","663",408,539,517
"73a73d14-8f24-11e8-8494-e0e8393def43","656",216,416,224
"25c3bc04-00e9-11e8-991b-00bd8c1371f3","655",182,647,210
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","654",278,549,280
"04967534-0bdf-11e8-ae62-ea2c588b2a65","653",477,518,478
"3bfd7946-9014-11e8-833b-2078d824af27","650",298,509,282
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","648",288,378,278
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","644",236,340,244
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","644",478,627,497
"1a449504-6a36-11e8-86b0-85aca6a83071","643",357,630,357
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","639",278,476,293
"1a449504-6a36-11e8-86b0-85aca6a83071","639",322,616,317
"fb4e9adc-958c-11e8-89f9-fc60c095174f","638",527,608,537
"fd0296d2-93ff-11e8-a43c-fc60c095174f","635",299,541,307
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","633",482,567,501
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","628",555,600,577
"fe061f3a-06a2-11e8-9dee-328f588b2a65","625",345,488,399
"7b7dc7ec-017b-11e8-b43b-a08db8bcf5f7","623",377,512,500
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","617",517,584,535
"5277927e-0fef-11e8-b2b2-02ed3694657e","610",509,572,525
"c029feae-01f5-11e8-a8c0-a08db8bcf5f7","606",421,497,393
"45b330ee-9a18-11e8-b397-f017b12b5a53","605",376,530,448
"73a73d14-8f24-11e8-8494-e0e8393def43","604",214,423,230
"5277927e-0fef-11e8-b2b2-02ed3694657e","603",509,588,540
"ea50192c-9708-11e8-82a3-2078d824af27","601",354,473,405
"57f69890-00e9-11e8-97fa-cf60b8bcf5f7","601",494,570,532
"c43b5286-a146-11e8-bf2c-8f4a631f500f","601",144,483,400
"3031c876-90c1-11e8-a3d8-2078d824af27","594",424,558,476
"549cf932-7aa6-11e8-9740-4ceaba6bc217","594",368,478,391
"2638cfae-9c74-11e8-96ad-a25db12b5a53","594",404,531,434
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","594",186,224,203
"d21c36b2-00e8-11e8-9a2d-cf60b8bcf5f7","593",171,440,186
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","590",295,447,354
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","588",221,350,232
"07b77414-9f98-11e8-b572-eb1702e95e35","587",436,556,461
"d95fc914-170b-11e8-b027-36686c0143b9","586",109,180,108
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","586",387,450,400
"fb4e9adc-958c-11e8-89f9-fc60c095174f","582",474,558,488
"10e87e8a-94a2-11e8-ba78-2078d824af27","577",428,467,437
"c8ba8210-94b1-11e8-ac97-2078d824af27","575",241,378,254
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","575",413,454,422
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","573",446,527,454
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","571",364,440,384
"1a25424e-917d-11e8-9d5b-2078d824af27","564",428,510,459
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","563",303,431,317
"108aa054-96fe-11e8-bcbd-2078d824af27","560",364,505,384
"2ff21c08-916b-11e8-80ce-fc60c095174f","559",346,449,373
"3d66192a-9490-11e8-9907-2078d824af27","558",456,515,473
"e93c2bec-6324-11e8-85d6-fb1b3249e00a","558",337,478,343
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","553",458,506,478
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","544",378,429,384
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","544",203,339,211
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","541",236,431,250
"3924a578-9659-11e8-ae1c-fc60c095174f","539",349,428,359
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","538",426,499,445
"25c3bace-00e9-11e8-991b-00bd8c1371f3","532",374,493,383
"fb4e9adc-958c-11e8-89f9-fc60c095174f","532",428,496,436
"fb4e9adc-958c-11e8-89f9-fc60c095174f","531",421,506,432
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","530",265,414,330
"10e87e8a-94a2-11e8-ba78-2078d824af27","530",361,415,383
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","530",375,420,388
"e289578e-0109-11e8-abb3-a08db8bcf5f7","529",410,499,416
"0814e520-9d3d-11e8-89aa-a25db12b5a53","526",183,412,184
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","525",371,385,374
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","520",356,473,403
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","516",271,380,284
"e53a6e88-90a5-11e8-a466-2078d824af27","514",363,438,394
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","513",421,465,436
"8d837ec6-00fb-11e8-9f84-d6fd8c1371f3","513",421,501,419
"3d66192a-9490-11e8-9907-2078d824af27","509",366,457,388
"2ff21c08-916b-11e8-80ce-fc60c095174f","508",408,495,420
"7990d002-9fbc-11e8-9724-a25db12b5a53","507",334,418,361
"6725a662-328f-11e8-8066-9e0d2a124413","504",292,484,303
"ea50192c-9708-11e8-82a3-2078d824af27","504",352,436,396
"e93c2bec-6324-11e8-85d6-fb1b3249e00a","503",265,377,276
"3d66192a-9490-11e8-9907-2078d824af27","501",394,449,410
"7b7dc7ec-017b-11e8-b43b-a08db8bcf5f7","501",264,381,366
"68fbf22e-6fb7-11e8-8028-f0a9a6a83071","499",408,480,392
"1c7149de-7ea0-11e8-ada7-22576382b57d","498",336,461,347
"3bfd7946-9014-11e8-833b-2078d824af27","497",240,429,228
"25c3bace-00e9-11e8-991b-00bd8c1371f3","491",342,476,359
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","489",417,477,460
"57203bf0-6fa3-11e8-b5a2-70a303c1ce92","486",328,347,333
"45e17a34-72cd-11e8-86ac-f0a9a6a83071","485",250,388,312
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","485",174,251,186
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","481",316,405,325
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","481",198,332,246
