"docUuid","visitors","MAX(shareTotal)","visits_social","social_R","social_V","social_S3"
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","4916",15,"5","1","2","2"
"5465e68c-9968-11e8-b9c7-852902e95e35","4842",37,"0","0","0","0"
"fe3217ec-9a0f-11e8-b345-107bb12b5a53","4822",27,"1","0","0","0"
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","4792",54,"4","1","2","1"
"c429cfac-9593-11e8-863b-fc60c095174f","4786",19,"0","0","0","0"
"c83591a6-a05d-11e8-af80-8f4a631f500f","4782",38,"2","1","1","1"
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","4756",12,"3","2","2","2"
"9812c736-a211-11e8-9004-8f4a631f500f","4750",39,"0","0","0","0"
"e129338e-963f-11e8-a542-2078d824af27","4645",60,"15","2","3","3"
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","4625",19,"4","1","2","2"
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","4611",52,"8","1","2","1"
"5465e68c-9968-11e8-b9c7-852902e95e35","4600",29,"1","0","0","0"
"456b68e4-9ca8-11e8-884c-eb1702e95e35","4579",3,"0","0","0","0"
"b6f434f0-9631-11e8-8a60-fc60c095174f","4523",12,"3","1","2","1"
"0814e520-9d3d-11e8-89aa-a25db12b5a53","4344",57,"4","2","3","2"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","4329",78,"0","0","0","0"
"21b31f3a-a12d-11e8-be1d-41d95f45639c","4323",14,"1","0","0","0"
"cf8d0e1c-9639-11e8-936f-2078d824af27","4280",4,"0","0","0","0"
"e9383386-995f-11e8-a4ed-852902e95e35","4276",2,"1","0","0","0"
"bce1283c-a1fd-11e8-897e-41d95f45639c","4265",16,"2","1","2","1"
"10e87e8a-94a2-11e8-ba78-2078d824af27","4224",49,"2","0","0","0"
"42321806-94b7-11e8-9e55-fc60c095174f","4223",12,"5","1","2","1"
"3446b5f6-956d-11e8-a183-fc60c095174f","4101",89,"1","0","0","0"
"ea50192c-9708-11e8-82a3-2078d824af27","4046",7,"1","1","1","1"
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","3981",2,"0","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","3980",61,"3","1","2","1"
"907ae110-96eb-11e8-96a7-fc60c095174f","3976",12,"2","0","1","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","3951",19,"0","0","0","0"
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","3863",65,"0","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","3810",61,"1","0","0","0"
"6d99ea58-a125-11e8-85de-8f4a631f500f","3787",46,"1","0","1","0"
"3d66192a-9490-11e8-9907-2078d824af27","3749",107,"3","3","3","3"
"cf8d0e1c-9639-11e8-936f-2078d824af27","3724",2,"0","0","0","0"
"e129338e-963f-11e8-a542-2078d824af27","3704",104,"7","4","5","5"
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","3696",6667,"117","37","52","38"
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","3680",121,"7","4","6","4"
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","3590",34,"0","0","0","0"
"fe061f3a-06a2-11e8-9dee-328f588b2a65","3581",0,"0","0","0","0"
"b6f434f0-9631-11e8-8a60-fc60c095174f","3556",13,"1","1","1","1"
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","3514",158,"0","0","0","0"
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","3451",3,"11","2","2","2"
"e129338e-963f-11e8-a542-2078d824af27","3415",87,"11","6","7","7"
"d95fc914-170b-11e8-b027-36686c0143b9","3409",66,"3","0","1","0"
"163999e2-9af0-11e8-87aa-1e0e02e95e35","3402",28,"5","0","2","0"
"a1ef9464-9a46-11e8-8b2a-1e0e02e95e35","3399",7,"12","4","4","4"
"4f70ab5a-9a33-11e8-a608-f017b12b5a53","3373",19,"0","0","0","0"
"fcf7151c-94ce-11e8-9aff-fc60c095174f","3358",27,"6","5","5","5"
"a5dc0066-a154-11e8-84d8-8f4a631f500f","3358",28,"2","0","1","1"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","3354",8,"2","1","1","1"
"158570c8-747d-11e8-aa2c-f0a9a6a83071","3344",68,"0","0","0","0"
"c5eb79ce-a085-11e8-a080-41d95f45639c","3319",25,"9","3","4","3"
"7990d002-9fbc-11e8-9724-a25db12b5a53","3306",75,"6","2","2","2"
"d1a1b35a-93ce-11e8-bcba-fc60c095174f","3261",15,"2","1","1","1"
"b6f434f0-9631-11e8-8a60-fc60c095174f","3242",13,"2","1","2","2"
"99301356-9953-11e8-8039-2078d824af27","3210",52,"0","0","0","0"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","3159",8,"0","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","3048",62,"1","1","1","1"
"14b01f4c-707f-11e8-afa1-ab7403c1ce92","3029",49,"0","0","0","0"
"07b77414-9f98-11e8-b572-eb1702e95e35","3020",25,"2","0","0","0"
"421f65a6-93f6-11e8-925d-fc60c095174f","3018",781,"44","21","26","22"
"ae91f93c-964f-11e8-aa2d-2078d824af27","3003",223,"7","5","5","5"
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","2873",41,"2","0","0","0"
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","2840",7,"0","0","0","0"
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","2832",82,"1","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","2809",70,"0","0","0","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","2796",46,"1","1","1","1"
"891d4278-67d4-11e8-9a86-fb1b3249e00a","2777",71,"0","0","0","0"
"5465e68c-9968-11e8-b9c7-852902e95e35","2739",34,"1","0","0","0"
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","2713",48,"2","0","1","0"
"aa8477c6-a224-11e8-b201-41d95f45639c","2710",7,"0","0","0","0"
"5465e68c-9968-11e8-b9c7-852902e95e35","2695",32,"4","1","2","1"
"9258c4e2-9188-11e8-baef-fc60c095174f","2674",99,"3","1","2","1"
"3d66192a-9490-11e8-9907-2078d824af27","2669",103,"10","3","4","3"
"f0ccfd3c-013b-11e8-ac5d-a08db8bcf5f7","2667",15,"5","0","2","0"
"8453807a-93f0-11e8-b468-fc60c095174f","2664",26,"4","2","2","2"
"d95fc914-170b-11e8-b027-36686c0143b9","2651",65,"2","0","2","0"
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","2605",17,"0","0","0","0"
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","2601",42,"0","0","0","0"
"c97f5c78-9977-11e8-a79d-852902e95e35","2595",11,"2","0","1","0"
"ae8e992c-a08b-11e8-9082-41d95f45639c","2537",37,"2","1","1","1"
"5ee74e7c-9ef2-11e8-9047-eb1702e95e35","2506",91,"11","5","6","6"
"d95fc914-170b-11e8-b027-36686c0143b9","2480",73,"3","2","3","2"
"11dd5cd2-414d-11e8-8d21-a1e87e988848","2475",31,"20","2","2","2"
"3d66192a-9490-11e8-9907-2078d824af27","2467",105,"6","2","2","2"
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","2463",134,"3","2","3","3"
"1f0b2036-a22f-11e8-9d4d-8f4a631f500f","2399",12,"8","5","7","5"
"0814e520-9d3d-11e8-89aa-a25db12b5a53","2398",57,"2","0","0","0"
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","2392",65,"5","0","5","2"
"10e87e8a-94a2-11e8-ba78-2078d824af27","2382",51,"0","0","0","0"
"3bfd7946-9014-11e8-833b-2078d824af27","2377",66,"5","2","5","2"
"c429cfac-9593-11e8-863b-fc60c095174f","2358",19,"0","0","0","0"
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","2309",34,"1","0","0","0"
"421f65a6-93f6-11e8-925d-fc60c095174f","2305",791,"7","2","4","2"
"deaf89cc-00ef-11e8-a834-a08db8bcf5f7","2304",10,"5","1","4","0"
"69f972a4-a168-11e8-9077-41d95f45639c","2271",216,"4","0","2","0"
"1c3a3da4-a06a-11e8-815c-41d95f45639c","2264",33,"3","0","1","1"
"afcaa190-1df1-11e8-805a-deccd0dd5d77","2257",129,"14","2","3","2"
"57203bf0-6fa3-11e8-b5a2-70a303c1ce92","2246",150,"13","4","3","4"
"0814e520-9d3d-11e8-89aa-a25db12b5a53","2237",59,"3","0","0","0"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","2218",8,"1","1","1","1"
"545ac28c-8c04-11e8-8f45-e0e8393def43","2212",32,"0","0","0","0"
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","2175",43,"0","0","0","0"
"c8ba8210-94b1-11e8-ac97-2078d824af27","2169",20,"1","0","0","0"
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","2156",65,"0","0","0","0"
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","2143",72,"2","2","2","2"
"421f65a6-93f6-11e8-925d-fc60c095174f","2126",813,"40","15","20","15"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","2107",200,"0","0","0","0"
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","2106",61,"0","0","0","0"
"d89a2080-994f-11e8-b4bc-2078d824af27","2088",7,"1","1","1","1"
"421f65a6-93f6-11e8-925d-fc60c095174f","2061",816,"20","9","14","10"
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","2051",6778,"73","24","32","24"
"fa5e724a-9baa-11e8-856a-eb1702e95e35","2035",3,"0","0","0","0"
"b23460a8-00e9-11e8-84ee-00bd8c1371f3","2012",2,"0","0","0","0"
"3d66192a-9490-11e8-9907-2078d824af27","1977",102,"1","0","0","0"
"45b330ee-9a18-11e8-b397-f017b12b5a53","1959",11,"3","1","1","1"
"3446b5f6-956d-11e8-a183-fc60c095174f","1953",91,"4","1","1","1"
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","1946",47,"0","0","0","0"
"158570c8-747d-11e8-aa2c-f0a9a6a83071","1940",68,"0","0","0","0"
"421f65a6-93f6-11e8-925d-fc60c095174f","1916",802,"53","18","29","23"
"8e1f84aa-46ca-11e8-9901-de2ce12992ad","1889",45,"0","0","0","0"
"2638cfae-9c74-11e8-96ad-a25db12b5a53","1857",11,"1","1","1","1"
"a834ff8a-93d9-11e8-ae17-2078d824af27","1836",15,"0","0","0","0"
"1a25424e-917d-11e8-9d5b-2078d824af27","1813",10,"0","0","0","0"
"14b01f4c-707f-11e8-afa1-ab7403c1ce92","1799",49,"0","0","0","0"
"335b20e6-9f90-11e8-80d1-eb1702e95e35","1795",55,"0","0","0","0"
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","1784",47,"3","1","2","2"
"3924a578-9659-11e8-ae1c-fc60c095174f","1772",11,"0","0","0","0"
"3d66192a-9490-11e8-9907-2078d824af27","1741",108,"3","1","1","1"
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","1721",46,"3","0","0","0"
"f0ccfd3c-013b-11e8-ac5d-a08db8bcf5f7","1721",25,"5","0","0","0"
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","1719",65,"0","0","0","0"
"1f70904e-9b02-11e8-bc21-f017b12b5a53","1701",4,"0","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1694",78,"0","0","0","0"
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1684",83,"0","0","0","0"
"f462cb8c-957b-11e8-b8cb-fc60c095174f","1659",6,"0","0","0","0"
"3d66192a-9490-11e8-9907-2078d824af27","1621",109,"1","0","0","0"
"3446b5f6-956d-11e8-a183-fc60c095174f","1600",89,"0","0","0","0"
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1581",18,"2","0","0","0"
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","1573",1549,"2","1","1","1"
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","1570",134,"0","0","0","0"
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1570",83,"0","0","0","0"
"cc881dae-220a-11e8-a885-7f6bd0dd5d77","1566",157,"0","0","0","0"
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","1556",13,"0","0","0","0"
"0814e520-9d3d-11e8-89aa-a25db12b5a53","1554",59,"0","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1531",78,"1","0","0","0"
"f8f22494-91ad-11e8-ac8f-fc60c095174f","1520",9,"2","1","1","1"
"afcaa190-1df1-11e8-805a-deccd0dd5d77","1485",123,"2","0","0","0"
"163999e2-9af0-11e8-87aa-1e0e02e95e35","1484",28,"0","0","0","0"
"5277927e-0fef-11e8-b2b2-02ed3694657e","1474",409,"0","0","0","0"
"c429cfac-9593-11e8-863b-fc60c095174f","1468",19,"0","0","0","0"
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","1448",55,"0","0","0","0"
"fd0296d2-93ff-11e8-a43c-fc60c095174f","1443",49,"6","1","2","1"
"9f71df54-a215-11e8-92a5-8f4a631f500f","1430",12,"4","2","2","2"
"e53a6e88-90a5-11e8-a466-2078d824af27","1396",178,"0","0","0","0"
"c8ba8210-94b1-11e8-ac97-2078d824af27","1376",19,"2","1","2","1"
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1372",189,"0","0","0","0"
"fa5e724a-9baa-11e8-856a-eb1702e95e35","1369",4,"0","0","0","0"
"1f70904e-9b02-11e8-bc21-f017b12b5a53","1359",5,"0","0","0","0"
"335b20e6-9f90-11e8-80d1-eb1702e95e35","1340",54,"0","0","0","0"
"c029feae-01f5-11e8-a8c0-a08db8bcf5f7","1333",0,"1","0","0","0"
"9258c4e2-9188-11e8-baef-fc60c095174f","1332",99,"0","0","0","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","1323",51,"0","0","0","0"
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","1312",34,"0","0","0","0"
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","1310",47,"0","0","0","0"
"1a449504-6a36-11e8-86b0-85aca6a83071","1307",73,"0","0","0","0"
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","1305",51,"0","0","0","0"
"fa5e724a-9baa-11e8-856a-eb1702e95e35","1295",4,"2","1","1","1"
"fd0296d2-93ff-11e8-a43c-fc60c095174f","1283",49,"1","0","0","0"
"2638cfae-9c74-11e8-96ad-a25db12b5a53","1279",10,"3","1","2","1"
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","1276",17,"1","0","0","0"
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","1267",89,"0","0","0","0"
"c5eb79ce-a085-11e8-a080-41d95f45639c","1263",25,"2","0","0","0"
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1257",18,"0","0","0","0"
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1249",190,"3","2","3","3"
"d5b9ac3c-3671-11e8-a522-c70d7f988848","1246",20,"0","0","0","0"
"adcf3b3c-9ef0-11e8-a762-a25db12b5a53","1223",2,"0","0","0","0"
"3446b5f6-956d-11e8-a183-fc60c095174f","1219",91,"0","0","0","0"
"3924a578-9659-11e8-ae1c-fc60c095174f","1218",12,"0","0","0","0"
"2ddf22de-868b-11e8-95d8-f63dca9e9af2","1200",121,"0","0","0","0"
"9258c4e2-9188-11e8-baef-fc60c095174f","1197",99,"1","0","0","0"
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","1176",17,"0","0","0","0"
"b9a82542-971e-11e8-815e-fc60c095174f","1158",8,"1","0","0","0"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","1154",200,"1","0","0","0"
"c83591a6-a05d-11e8-af80-8f4a631f500f","1149",38,"1","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","1144",19,"0","0","0","0"
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","1144",44,"2","2","2","2"
"e53a6e88-90a5-11e8-a466-2078d824af27","1143",174,"5","3","3","3"
"8e1f84aa-46ca-11e8-9901-de2ce12992ad","1134",45,"0","0","0","0"
"e53a6e88-90a5-11e8-a466-2078d824af27","1114",178,"0","0","0","0"
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1106",80,"1","0","0","0"
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","1096",41,"0","0","0","0"
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","1083",134,"1","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1081",78,"0","0","0","0"
"163999e2-9af0-11e8-87aa-1e0e02e95e35","1080",28,"2","0","1","0"
"158570c8-747d-11e8-aa2c-f0a9a6a83071","1068",68,"1","0","0","0"
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","1050",170,"1","1","1","1"
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","1040",55,"1","0","1","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","1039",49,"0","0","0","0"
"925488dc-8e54-11e8-a0ec-e0e8393def43","1030",99,"0","0","0","0"
"6ff50a26-44a0-11e8-9e48-de2ce12992ad","1028",47,"0","0","0","0"
"21b31f3a-a12d-11e8-be1d-41d95f45639c","1017",14,"0","0","0","0"
"5465e68c-9968-11e8-b9c7-852902e95e35","1013",37,"0","0","0","0"
"e4525d10-6962-11e8-bf55-fb1b3249e00a","1011",80,"2","0","0","0"
"3446b5f6-956d-11e8-a183-fc60c095174f","1011",91,"0","0","0","0"
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","1009",46,"0","0","0","0"
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1006",188,"3","1","1","1"
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1003",15,"4","1","1","1"
"42321806-94b7-11e8-9e55-fc60c095174f","1000",12,"1","1","1","1"
"b23460a8-00e9-11e8-84ee-00bd8c1371f3","995",2,"0","0","0","0"
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","986",51,"0","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","973",19,"0","0","0","0"
"cc881dae-220a-11e8-a885-7f6bd0dd5d77","973",163,"0","0","0","0"
"b80ec268-8517-11e8-b5d2-d8cdf617378b","968",129,"0","0","0","0"
"163999e2-9af0-11e8-87aa-1e0e02e95e35","966",28,"1","0","0","0"
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","964",51,"0","0","0","0"
"3d66192a-9490-11e8-9907-2078d824af27","960",112,"0","0","0","0"
"c68d5b34-0546-11e8-b8df-6836f727bb7d","959",0,"0","0","0","0"
"158570c8-747d-11e8-aa2c-f0a9a6a83071","959",66,"0","0","0","0"
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","946",83,"1","0","0","0"
"36b1feec-9ae3-11e8-8c2d-1e0e02e95e35","946",7,"0","0","0","0"
"cf8d0e1c-9639-11e8-936f-2078d824af27","939",4,"0","0","0","0"
"3031c876-90c1-11e8-a3d8-2078d824af27","935",17,"1","1","1","1"
"fd79e8cc-738e-11e8-988e-f0a9a6a83071","932",10,"0","0","0","0"
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","932",46,"0","0","0","0"
"fdc8b106-8a58-11e8-8695-e0e8393def43","932",528,"2","1","1","1"
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","907",2,"0","0","0","0"
"5465e68c-9968-11e8-b9c7-852902e95e35","902",37,"0","0","0","0"
"9258c4e2-9188-11e8-baef-fc60c095174f","890",99,"3","0","1","0"
"c183bb3e-6bb6-11e8-8f74-8ed2e26c6167","890",97,"0","0","0","0"
"e129338e-963f-11e8-a542-2078d824af27","886",111,"4","1","3","2"
"a20ce268-00e9-11e8-94e6-cf60b8bcf5f7","882",1,"0","0","0","0"
"421f65a6-93f6-11e8-925d-fc60c095174f","880",865,"19","8","8","8"
"108aa054-96fe-11e8-bcbd-2078d824af27","878",6,"0","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","871",73,"0","0","0","0"
"5465e68c-9968-11e8-b9c7-852902e95e35","862",38,"0","0","0","0"
"c429cfac-9593-11e8-863b-fc60c095174f","855",19,"0","0","0","0"
"e289578e-0109-11e8-abb3-a08db8bcf5f7","848",18,"4","0","1","0"
"5465e68c-9968-11e8-b9c7-852902e95e35","841",38,"0","0","0","0"
"421f65a6-93f6-11e8-925d-fc60c095174f","834",865,"13","6","6","6"
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","833",9,"0","0","0","0"
"3446b5f6-956d-11e8-a183-fc60c095174f","831",90,"0","0","0","0"
"c881cb96-8c0a-11e8-8ed5-8869a7fcb7dc","829",18,"0","0","0","0"
"c8ba8210-94b1-11e8-ac97-2078d824af27","826",20,"0","0","0","0"
"158570c8-747d-11e8-aa2c-f0a9a6a83071","825",68,"0","0","0","0"
"68fbf22e-6fb7-11e8-8028-f0a9a6a83071","822",906,"1","0","0","0"
"fdc8b106-8a58-11e8-8695-e0e8393def43","821",526,"0","0","0","0"
"c429cfac-9593-11e8-863b-fc60c095174f","819",19,"0","0","0","0"
"335b20e6-9f90-11e8-80d1-eb1702e95e35","816",54,"3","1","2","1"
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","815",34,"0","0","0","0"
"335b20e6-9f90-11e8-80d1-eb1702e95e35","805",55,"1","0","0","0"
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","803",41,"0","0","0","0"
"e60d6780-5814-11e8-81c8-c044553edb85","801",43,"0","0","0","0"
"e9383386-995f-11e8-a4ed-852902e95e35","801",2,"0","0","0","0"
"deaf89cc-00ef-11e8-a834-a08db8bcf5f7","799",9,"0","0","0","0"
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","798",1540,"7","4","4","4"
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","797",13,"0","0","0","0"
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","795",7,"0","0","0","0"
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","794",61,"0","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","792",19,"0","0","0","0"
"c8ba8210-94b1-11e8-ac97-2078d824af27","785",20,"0","0","0","0"
"e4525d10-6962-11e8-bf55-fb1b3249e00a","780",80,"1","1","1","1"
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","779",67,"0","0","0","0"
"1f70904e-9b02-11e8-bc21-f017b12b5a53","779",5,"0","0","0","0"
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","779",47,"1","1","1","1"
"cf8d0e1c-9639-11e8-936f-2078d824af27","776",4,"0","0","0","0"
"8d837ec6-00fb-11e8-9f84-d6fd8c1371f3","776",18,"0","0","0","0"
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","774",22,"0","0","0","0"
"5277927e-0fef-11e8-b2b2-02ed3694657e","771",409,"0","0","0","0"
"040fa184-90b5-11e8-ade0-fc60c095174f","771",29,"0","0","0","0"
"5bca5b5c-013c-11e8-a44d-a08db8bcf5f7","770",8,"1","1","1","1"
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","764",16,"1","0","0","0"
"b2c1fd62-6a4a-11e8-a6f6-8ed2e26c6167","759",49,"0","0","0","0"
"ae91f93c-964f-11e8-aa2d-2078d824af27","756",227,"3","1","3","1"
"d95fc914-170b-11e8-b027-36686c0143b9","749",75,"5","1","2","1"
"7b3a104e-90d0-11e8-af4d-2078d824af27","748",33,"0","0","0","0"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","746",8,"0","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","743",19,"0","0","0","0"
"d5b9ac3c-3671-11e8-a522-c70d7f988848","738",21,"0","0","0","0"
"925488dc-8e54-11e8-a0ec-e0e8393def43","738",98,"1","0","0","0"
"5465e68c-9968-11e8-b9c7-852902e95e35","737",37,"0","0","0","0"
"cf8d0e1c-9639-11e8-936f-2078d824af27","731",4,"0","0","0","0"
"c8ba8210-94b1-11e8-ac97-2078d824af27","728",20,"0","0","0","0"
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","727",82,"0","0","0","0"
"f462cb8c-957b-11e8-b8cb-fc60c095174f","726",6,"0","0","0","0"
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","721",54,"4","0","1","0"
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","719",55,"2","1","2","2"
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","717",34,"0","0","0","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","715",51,"0","0","0","0"
"dc5f5332-8682-11e8-a5eb-5683a7fcb7dc","715",31,"2","0","0","0"
"c8ba8210-94b1-11e8-ac97-2078d824af27","714",20,"0","0","0","0"
"96de8e12-00eb-11e8-8743-a08db8bcf5f7","711",2,"0","0","0","0"
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","709",61,"0","0","0","0"
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","708",122,"4","3","3","3"
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","708",45,"0","0","0","0"
"5465e68c-9968-11e8-b9c7-852902e95e35","707",38,"2","0","0","0"
"38293cc4-90b9-11e8-9d44-fc60c095174f","706",16,"2","0","0","0"
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","705",34,"0","0","0","0"
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","692",15,"0","0","0","0"
"9258c4e2-9188-11e8-baef-fc60c095174f","689",99,"0","0","0","0"
"c68d5b34-0546-11e8-b8df-6836f727bb7d","689",0,"0","0","0","0"
"7990d002-9fbc-11e8-9724-a25db12b5a53","685",106,"3","1","2","2"
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","684",190,"4","0","0","0"
"89e5ff32-1d25-11e8-aa47-8fc5d0dd5d77","680",1140,"2","0","0","0"
"73a73d14-8f24-11e8-8494-e0e8393def43","678",48,"1","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","678",70,"0","0","0","0"
"c5eb79ce-a085-11e8-a080-41d95f45639c","677",25,"1","1","1","1"
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","676",85,"2","0","0","0"
"c8ba8210-94b1-11e8-ac97-2078d824af27","675",20,"0","0","0","0"
"3c79e21e-80f2-11e8-8d1b-d8cdf617378b","674",97,"0","0","0","0"
"fd0296d2-93ff-11e8-a43c-fc60c095174f","669",49,"1","0","0","0"
"421f65a6-93f6-11e8-925d-fc60c095174f","664",867,"5","1","4","1"
"fd79e8cc-738e-11e8-988e-f0a9a6a83071","663",10,"0","0","0","0"
"73a73d14-8f24-11e8-8494-e0e8393def43","656",48,"2","1","2","1"
"25c3bc04-00e9-11e8-991b-00bd8c1371f3","655",6,"0","0","0","0"
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","654",48,"0","0","0","0"
"04967534-0bdf-11e8-ae62-ea2c588b2a65","653",22,"0","0","0","0"
"3bfd7946-9014-11e8-833b-2078d824af27","650",75,"2","1","1","1"
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","648",21,"0","0","0","0"
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","644",83,"1","1","1","1"
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","644",89,"0","0","0","0"
"1a449504-6a36-11e8-86b0-85aca6a83071","643",75,"0","0","0","0"
"1a449504-6a36-11e8-86b0-85aca6a83071","639",76,"0","0","0","0"
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","639",41,"0","0","0","0"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","638",8,"0","0","0","0"
"fd0296d2-93ff-11e8-a43c-fc60c095174f","635",49,"2","0","0","0"
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","633",124,"2","0","0","0"
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","628",1603,"6","2","2","2"
