"docUuid","visitors","MAX(shareTotal)","visits_social","social_R","social_V","social_S3"
"fe061f3a-06a2-11e8-9dee-328f588b2a65","625",0,"0","0","0","0"
"7b7dc7ec-017b-11e8-b43b-a08db8bcf5f7","623",13,"4","1","2","1"
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","617",74,"0","0","0","0"
"5277927e-0fef-11e8-b2b2-02ed3694657e","610",409,"0","0","0","0"
"c029feae-01f5-11e8-a8c0-a08db8bcf5f7","606",0,"1","0","0","0"
"45b330ee-9a18-11e8-b397-f017b12b5a53","605",11,"0","0","0","0"
"73a73d14-8f24-11e8-8494-e0e8393def43","604",46,"1","0","0","0"
"5277927e-0fef-11e8-b2b2-02ed3694657e","603",409,"0","0","0","0"
"c43b5286-a146-11e8-bf2c-8f4a631f500f","601",9,"1","0","0","0"
"ea50192c-9708-11e8-82a3-2078d824af27","601",4,"0","0","0","0"
"57f69890-00e9-11e8-97fa-cf60b8bcf5f7","601",1,"0","0","0","0"
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","594",61,"1","0","0","0"
"549cf932-7aa6-11e8-9740-4ceaba6bc217","594",28,"0","0","0","0"
"3031c876-90c1-11e8-a3d8-2078d824af27","594",17,"3","1","1","1"
"2638cfae-9c74-11e8-96ad-a25db12b5a53","594",12,"1","0","0","0"
"d21c36b2-00e8-11e8-9a2d-cf60b8bcf5f7","593",0,"0","0","0","0"
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","590",13,"0","0","0","0"
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","588",47,"2","0","0","0"
"07b77414-9f98-11e8-b572-eb1702e95e35","587",29,"2","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","586",19,"0","0","0","0"
"d95fc914-170b-11e8-b027-36686c0143b9","586",77,"0","0","0","0"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","582",8,"0","0","0","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","577",46,"0","0","0","0"
"c8ba8210-94b1-11e8-ac97-2078d824af27","575",20,"0","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","575",73,"0","0","0","0"
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","573",8,"0","0","0","0"
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","571",72,"0","0","0","0"
"1a25424e-917d-11e8-9d5b-2078d824af27","564",10,"0","0","0","0"
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","563",9,"0","0","0","0"
"108aa054-96fe-11e8-bcbd-2078d824af27","560",6,"0","0","0","0"
"2ff21c08-916b-11e8-80ce-fc60c095174f","559",205,"2","1","1","1"
"3d66192a-9490-11e8-9907-2078d824af27","558",112,"0","0","0","0"
"e93c2bec-6324-11e8-85d6-fb1b3249e00a","558",19,"0","0","0","0"
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","553",61,"0","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","544",19,"0","0","0","0"
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","544",46,"0","0","0","0"
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","541",55,"2","0","0","0"
"3924a578-9659-11e8-ae1c-fc60c095174f","539",12,"0","0","0","0"
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","538",8,"0","0","0","0"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","532",8,"0","0","0","0"
"25c3bace-00e9-11e8-991b-00bd8c1371f3","532",1,"0","0","0","0"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","531",8,"0","0","0","0"
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","530",78,"0","0","0","0"
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","530",13,"1","0","0","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","530",51,"1","1","1","1"
"e289578e-0109-11e8-abb3-a08db8bcf5f7","529",16,"0","0","0","0"
"0814e520-9d3d-11e8-89aa-a25db12b5a53","526",59,"2","0","0","0"
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","525",15,"1","1","1","1"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","520",200,"0","0","0","0"
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","516",9,"0","0","0","0"
"e53a6e88-90a5-11e8-a466-2078d824af27","514",176,"3","2","2","2"
"8d837ec6-00fb-11e8-9f84-d6fd8c1371f3","513",18,"0","0","0","0"
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","513",1580,"7","3","3","3"
"3d66192a-9490-11e8-9907-2078d824af27","509",108,"0","0","0","0"
"2ff21c08-916b-11e8-80ce-fc60c095174f","508",209,"0","0","0","0"
"7990d002-9fbc-11e8-9724-a25db12b5a53","507",110,"1","0","0","0"
"ea50192c-9708-11e8-82a3-2078d824af27","504",7,"0","0","0","0"
"6725a662-328f-11e8-8066-9e0d2a124413","504",2008,"3","2","2","2"
"e93c2bec-6324-11e8-85d6-fb1b3249e00a","503",19,"0","0","0","0"
"7b7dc7ec-017b-11e8-b43b-a08db8bcf5f7","501",1,"2","1","1","1"
"3d66192a-9490-11e8-9907-2078d824af27","501",108,"0","0","0","0"
"68fbf22e-6fb7-11e8-8028-f0a9a6a83071","499",915,"6","2","2","2"
"1c7149de-7ea0-11e8-ada7-22576382b57d","498",58,"1","0","0","0"
"3bfd7946-9014-11e8-833b-2078d824af27","497",92,"0","0","0","0"
"25c3bace-00e9-11e8-991b-00bd8c1371f3","491",1,"0","0","0","0"
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","489",170,"0","0","0","0"
"57203bf0-6fa3-11e8-b5a2-70a303c1ce92","486",151,"3","2","2","2"
"45e17a34-72cd-11e8-86ac-f0a9a6a83071","485",28,"0","0","0","0"
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","485",83,"0","0","0","0"
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","481",132,"2","0","0","0"
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","481",51,"0","0","0","0"
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","478",134,"0","0","0","0"
"f462cb8c-957b-11e8-b8cb-fc60c095174f","477",6,"0","0","0","0"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","476",200,"0","0","0","0"
"8453807a-93f0-11e8-b468-fc60c095174f","474",28,"0","0","0","0"
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","472",123,"1","1","1","1"
"3446b5f6-956d-11e8-a183-fc60c095174f","471",90,"0","0","0","0"
"6d083cde-8505-11e8-83d1-d8cdf617378b","470",45,"0","0","0","0"
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","469",91,"0","0","0","0"
"07b77414-9f98-11e8-b572-eb1702e95e35","468",25,"0","0","0","0"
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","467",68,"0","0","0","0"
"3d66192a-9490-11e8-9907-2078d824af27","465",112,"0","0","0","0"
"040fa184-90b5-11e8-ade0-fc60c095174f","465",29,"0","0","0","0"
"c183bb3e-6bb6-11e8-8f74-8ed2e26c6167","465",97,"0","0","0","0"
"5465e68c-9968-11e8-b9c7-852902e95e35","461",38,"0","0","0","0"
"d95fc914-170b-11e8-b027-36686c0143b9","461",73,"2","1","1","1"
"fcf7151c-94ce-11e8-9aff-fc60c095174f","461",28,"0","0","0","0"
"cfeecb0e-8f2f-11e8-80da-e0e8393def43","460",11,"0","0","0","0"
"c029feae-01f5-11e8-a8c0-a08db8bcf5f7","459",0,"0","0","0","0"
"335b20e6-9f90-11e8-80d1-eb1702e95e35","456",55,"0","0","0","0"
"7b3a104e-90d0-11e8-af4d-2078d824af27","456",34,"0","0","0","0"
"0814e520-9d3d-11e8-89aa-a25db12b5a53","456",59,"1","0","0","0"
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","454",34,"0","0","0","0"
"3446b5f6-956d-11e8-a183-fc60c095174f","454",91,"0","0","0","0"
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","454",45,"0","0","0","0"
"e4525d10-6962-11e8-bf55-fb1b3249e00a","452",80,"0","0","0","0"
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","452",21,"0","0","0","0"
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","451",1599,"12","1","1","1"
"ea50192c-9708-11e8-82a3-2078d824af27","446",7,"0","0","0","0"
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","445",9,"0","0","0","0"
"fcf7151c-94ce-11e8-9aff-fc60c095174f","444",28,"0","0","0","0"
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","444",17,"0","0","0","0"
"163999e2-9af0-11e8-87aa-1e0e02e95e35","444",28,"0","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","444",19,"0","0","0","0"
"549cf932-7aa6-11e8-9740-4ceaba6bc217","443",28,"0","0","0","0"
"5bca5b5c-013c-11e8-a44d-a08db8bcf5f7","443",9,"2","1","1","1"
"5465e68c-9968-11e8-b9c7-852902e95e35","443",38,"0","0","0","0"
"e53a6e88-90a5-11e8-a466-2078d824af27","441",169,"0","0","0","0"
"7990d002-9fbc-11e8-9724-a25db12b5a53","439",106,"3","1","1","1"
"bc8797e6-011b-11e8-90cd-d6fd8c1371f3","438",2,"6","5","6","5"
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","435",47,"0","0","0","0"
"3d66192a-9490-11e8-9907-2078d824af27","434",112,"0","0","0","0"
"108aa054-96fe-11e8-bcbd-2078d824af27","433",6,"0","0","0","0"
"c8ba8210-94b1-11e8-ac97-2078d824af27","433",19,"0","0","0","0"
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","432",65,"1","0","1","1"
"f6c3a6e6-47b3-11e8-a26f-2f2eb7f3f1c9","431",342,"0","0","0","0"
"ad7927ea-00eb-11e8-9bcc-a08db8bcf5f7","430",0,"0","0","0","0"
"70897340-89b6-11e8-88c0-8869a7fcb7dc","426",393,"6","1","2","1"
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","426",2,"0","0","0","0"
"6725a662-328f-11e8-8066-9e0d2a124413","426",2128,"1","1","1","1"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","424",8,"0","0","0","0"
"f462cb8c-957b-11e8-b8cb-fc60c095174f","422",6,"0","0","0","0"
"ae91f93c-964f-11e8-aa2d-2078d824af27","416",227,"7","1","4","2"
"9294dd66-7f58-11e8-ac01-22576382b57d","413",23,"0","0","0","0"
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","408",91,"0","0","0","0"
"73a73d14-8f24-11e8-8494-e0e8393def43","407",46,"0","0","0","0"
"51177ba0-00eb-11e8-890a-d6fd8c1371f3","405",1,"0","0","0","0"
"108aa054-96fe-11e8-bcbd-2078d824af27","403",6,"0","0","0","0"
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","400",74,"0","0","0","0"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","399",8,"0","0","0","0"
"639f23a8-00ec-11e8-86c6-d6fd8c1371f3","398",2,"11","6","7","6"
"1c7149de-7ea0-11e8-ada7-22576382b57d","397",58,"0","0","0","0"
"ce5f2424-5e73-11e8-9ed2-be327c3166de","397",7,"0","0","0","0"
"3d66192a-9490-11e8-9907-2078d824af27","397",108,"0","0","0","0"
"f8f22494-91ad-11e8-ac8f-fc60c095174f","397",12,"1","0","1","0"
"f0ccfd3c-013b-11e8-ac5d-a08db8bcf5f7","392",30,"4","2","3","1"
"b80ec268-8517-11e8-b5d2-d8cdf617378b","388",129,"0","0","0","0"
"70897340-89b6-11e8-88c0-8869a7fcb7dc","388",318,"8","0","3","0"
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","385",6726,"45","14","19","15"
"e53a6e88-90a5-11e8-a466-2078d824af27","385",178,"0","0","0","0"
"b9a82542-971e-11e8-815e-fc60c095174f","382",13,"0","0","0","0"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","382",198,"0","0","0","0"
"3924a578-9659-11e8-ae1c-fc60c095174f","381",11,"0","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","380",19,"0","0","0","0"
"45b330ee-9a18-11e8-b397-f017b12b5a53","380",11,"0","0","0","0"
"e36927f8-00e9-11e8-af1d-cf60b8bcf5f7","380",13,"0","0","0","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","377",48,"0","0","0","0"
"38293cc4-90b9-11e8-9d44-fc60c095174f","377",16,"0","0","0","0"
"2ff21c08-916b-11e8-80ce-fc60c095174f","376",206,"0","0","0","0"
"72319330-9ed3-11e8-8dc8-eb1702e95e35","375",25,"0","0","0","0"
"3d66192a-9490-11e8-9907-2078d824af27","375",112,"0","0","0","0"
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","372",15,"0","0","0","0"
"5ee74e7c-9ef2-11e8-9047-eb1702e95e35","371",94,"4","0","0","1"
"e289578e-0109-11e8-abb3-a08db8bcf5f7","368",19,"1","0","0","0"
"6af2b36e-2864-11e8-ac57-8994e7e25155","367",280,"0","0","0","0"
"f754c07e-0981-11e8-a994-4194588b2a65","367",60,"0","0","0","0"
"a200ee44-0559-11e8-8b73-6836f727bb7d","367",0,"0","0","0","0"
"9294dd66-7f58-11e8-ac01-22576382b57d","367",23,"0","0","0","0"
"545ac28c-8c04-11e8-8f45-e0e8393def43","366",28,"0","0","0","0"
"c97f5c78-9977-11e8-a79d-852902e95e35","366",11,"0","0","0","0"
"907ae110-96eb-11e8-96a7-fc60c095174f","366",12,"0","0","0","0"
"b7bc51f2-8429-11e8-b57f-f86fca9e9af2","364",21,"0","0","0","0"
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","364",8,"0","0","0","0"
"e93c2bec-6324-11e8-85d6-fb1b3249e00a","363",19,"0","0","0","0"
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","362",15,"0","0","0","0"
"394b186c-39a1-11e8-8243-c70d7f988848","361",66,"0","0","0","0"
"fd0296d2-93ff-11e8-a43c-fc60c095174f","361",53,"0","0","0","0"
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","361",61,"0","0","0","0"
"8453807a-93f0-11e8-b468-fc60c095174f","361",26,"0","0","0","0"
"b0a03aa2-8fee-11e8-b225-8869a7fcb7dc","360",7,"0","0","0","0"
"d256fcb6-7eb0-11e8-b2ee-22576382b57d","360",24,"1","0","0","0"
"72319330-9ed3-11e8-8dc8-eb1702e95e35","359",22,"0","0","0","0"
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","359",91,"0","0","0","0"
"3bfd7946-9014-11e8-833b-2078d824af27","357",75,"1","1","1","1"
"10e87e8a-94a2-11e8-ba78-2078d824af27","357",48,"0","0","0","0"
"deaf89cc-00ef-11e8-a834-a08db8bcf5f7","355",10,"2","2","2","1"
"6ff50a26-44a0-11e8-9e48-de2ce12992ad","355",48,"0","0","0","0"
"3d66192a-9490-11e8-9907-2078d824af27","354",108,"0","0","0","0"
"6ca36904-73a2-11e8-9292-ab7403c1ce92","354",229,"0","0","0","0"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","353",198,"0","0","0","0"
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","352",85,"0","0","0","0"
"891d4278-67d4-11e8-9a86-fb1b3249e00a","351",71,"0","0","0","0"
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","351",9,"0","0","0","0"
"add99d66-878f-11e8-b0f7-f63dca9e9af2","351",123,"0","0","0","0"
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","348",123,"2","1","1","1"
"394b186c-39a1-11e8-8243-c70d7f988848","347",49,"0","0","0","0"
"c68d5b34-0546-11e8-b8df-6836f727bb7d","344",0,"0","0","0","0"
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","344",55,"0","0","0","0"
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","342",1540,"2","2","2","2"
"fd0296d2-93ff-11e8-a43c-fc60c095174f","340",49,"0","0","0","0"
"7990d002-9fbc-11e8-9724-a25db12b5a53","338",104,"6","1","1","1"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","337",198,"0","0","0","0"
"e9176b88-8bf4-11e8-ad3a-8869a7fcb7dc","336",23,"0","0","0","0"
"72319330-9ed3-11e8-8dc8-eb1702e95e35","335",22,"0","0","0","0"
"ebddb200-6a20-11e8-ac62-85aca6a83071","335",96,"0","0","0","0"
"7a72c312-06a7-11e8-8852-328f588b2a65","334",2,"0","0","0","0"
"3d66192a-9490-11e8-9907-2078d824af27","334",108,"0","0","0","0"
"fdc8b106-8a58-11e8-8695-e0e8393def43","333",529,"0","0","0","0"
"3bfd7946-9014-11e8-833b-2078d824af27","332",92,"0","0","0","0"
"8dbef6bc-8112-11e8-9665-f86fca9e9af2","332",2,"0","0","0","0"
"fc4fe9ba-85c2-11e8-817a-5683a7fcb7dc","331",17,"1","0","0","0"
"3c79e21e-80f2-11e8-8d1b-d8cdf617378b","331",97,"0","0","0","0"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","331",8,"1","0","0","0"
"72319330-9ed3-11e8-8dc8-eb1702e95e35","331",27,"1","1","1","1"
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","329",47,"1","0","0","0"
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","329",44,"0","0","0","0"
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","326",47,"0","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","325",19,"0","0","0","0"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","323",198,"0","0","0","0"
"a20ce268-00e9-11e8-94e6-cf60b8bcf5f7","323",1,"0","0","0","0"
"d256fcb6-7eb0-11e8-b2ee-22576382b57d","323",24,"0","0","0","0"
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","322",34,"0","0","0","0"
"c429cfac-9593-11e8-863b-fc60c095174f","321",19,"0","0","0","0"
"e800fd4a-064d-11e8-bbdb-ef4bf727bb7d","320",0,"0","0","0","0"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","320",200,"3","0","1","0"
"8453807a-93f0-11e8-b468-fc60c095174f","318",27,"2","0","0","0"
"3924a578-9659-11e8-ae1c-fc60c095174f","317",12,"0","0","0","0"
"3bfd7946-9014-11e8-833b-2078d824af27","316",76,"0","0","0","0"
"1a25424e-917d-11e8-9d5b-2078d824af27","316",10,"0","0","0","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","315",48,"0","0","0","0"
"fd0296d2-93ff-11e8-a43c-fc60c095174f","315",49,"0","0","0","0"
"83a5d660-9011-11e8-ae9b-2078d824af27","314",32,"0","0","0","0"
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","313",170,"1","0","0","0"
"f8f22494-91ad-11e8-ac8f-fc60c095174f","313",12,"0","0","0","0"
"138ad2d4-9559-11e8-993b-2078d824af27","313",8,"0","0","0","0"
"1601859a-00f2-11e8-b800-a08db8bcf5f7","312",10,"0","0","0","0"
"45b330ee-9a18-11e8-b397-f017b12b5a53","312",11,"0","0","0","0"
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","309",6989,"27","5","11","5"
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","308",14,"1","0","0","0"
"c97f5c78-9977-11e8-a79d-852902e95e35","306",11,"2","0","1","0"
"25108336-7c55-11e8-8ab0-4ceaba6bc217","305",81,"0","0","0","0"
"70897340-89b6-11e8-88c0-8869a7fcb7dc","305",398,"1","0","1","1"
"bc8797e6-011b-11e8-90cd-d6fd8c1371f3","305",1,"13","1","1","1"
"6d99ea58-a125-11e8-85de-8f4a631f500f","305",46,"0","0","0","1"
"c429cfac-9593-11e8-863b-fc60c095174f","305",19,"0","0","0","0"
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","304",21,"0","0","0","0"
"83ac848c-00f7-11e8-b422-a08db8bcf5f7","304",0,"0","0","0","0"
"8453807a-93f0-11e8-b468-fc60c095174f","304",26,"3","1","2","1"
"2ff21c08-916b-11e8-80ce-fc60c095174f","304",207,"0","0","0","0"
"ebddb200-6a20-11e8-ac62-85aca6a83071","303",96,"0","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","303",19,"0","0","0","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","303",51,"0","0","0","0"
"f0342652-96f5-11e8-83ad-2078d824af27","303",16,"0","0","0","0"
"108aa054-96fe-11e8-bcbd-2078d824af27","302",6,"0","0","0","0"
"f586653a-4942-11e8-8ecf-2f2eb7f3f1c9","300",64,"0","0","0","0"
"fcf7151c-94ce-11e8-9aff-fc60c095174f","298",28,"0","0","0","0"
"5423b52c-00f3-11e8-9a58-a08db8bcf5f7","297",0,"0","0","0","0"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","297",198,"0","0","0","0"
"25c3bace-00e9-11e8-991b-00bd8c1371f3","296",1,"0","0","0","0"
"cb900a6e-1644-11e8-9597-36686c0143b9","295",74,"0","0","0","0"
"0814e520-9d3d-11e8-89aa-a25db12b5a53","295",59,"0","0","0","0"
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","295",15,"0","0","0","0"
"70897340-89b6-11e8-88c0-8869a7fcb7dc","295",395,"5","1","2","1"
"45e17a34-72cd-11e8-86ac-f0a9a6a83071","295",28,"0","0","0","0"
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","295",23,"0","0","0","0"
"ea50192c-9708-11e8-82a3-2078d824af27","294",8,"0","0","0","0"
"f0342652-96f5-11e8-83ad-2078d824af27","294",16,"5","0","4","0"
"fd0296d2-93ff-11e8-a43c-fc60c095174f","294",53,"0","0","0","0"
"fb4e9adc-958c-11e8-89f9-fc60c095174f","294",8,"1","1","1","1"
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","293",44,"3","1","1","1"
"73a73d14-8f24-11e8-8494-e0e8393def43","292",48,"0","0","0","0"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","290",198,"0","0","0","0"
"b6f434f0-9631-11e8-8a60-fc60c095174f","290",13,"2","2","2","2"
"e53a6e88-90a5-11e8-a466-2078d824af27","289",178,"1","0","0","0"
"3924a578-9659-11e8-ae1c-fc60c095174f","287",11,"0","0","0","0"
"2ff21c08-916b-11e8-80ce-fc60c095174f","285",209,"0","0","0","0"
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","284",85,"1","0","1","0"
"a2aae3bc-8025-11e8-b4c6-4ceaba6bc217","283",218,"0","0","0","0"
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","283",47,"0","0","0","0"
"b234667a-00e9-11e8-84ee-00bd8c1371f3","282",0,"0","0","0","0"
"421f65a6-93f6-11e8-925d-fc60c095174f","282",819,"11","8","8","8"
"e53a6e88-90a5-11e8-a466-2078d824af27","282",178,"0","0","0","0"
"f462cb8c-957b-11e8-b8cb-fc60c095174f","281",6,"0","0","0","0"
"f0342652-96f5-11e8-83ad-2078d824af27","281",16,"69","39","68","41"
"8e1f84aa-46ca-11e8-9901-de2ce12992ad","281",45,"0","0","0","0"
"108aa054-96fe-11e8-bcbd-2078d824af27","280",6,"0","0","0","0"
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","278",19,"0","0","0","0"
"1601859a-00f2-11e8-b800-a08db8bcf5f7","278",12,"0","0","0","0"
"138ad2d4-9559-11e8-993b-2078d824af27","277",8,"0","0","0","0"
"138ad2d4-9559-11e8-993b-2078d824af27","277",8,"0","0","0","0"
"a200ee44-0559-11e8-8b73-6836f727bb7d","275",0,"0","0","0","0"
"e53a6e88-90a5-11e8-a466-2078d824af27","275",176,"2","2","2","2"
"138ad2d4-9559-11e8-993b-2078d824af27","274",8,"0","0","0","0"
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","274",68,"0","0","0","0"
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","274",170,"0","0","0","0"
"11dd5cd2-414d-11e8-8d21-a1e87e988848","274",31,"0","0","0","0"
"138ad2d4-9559-11e8-993b-2078d824af27","273",8,"0","0","0","0"
"9294dd66-7f58-11e8-ac01-22576382b57d","272",23,"0","0","0","0"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","271",198,"2","2","2","2"
"1601859a-00f2-11e8-b800-a08db8bcf5f7","270",12,"1","1","1","1"
"158570c8-747d-11e8-aa2c-f0a9a6a83071","270",68,"0","0","0","0"
"aeb9b5b6-00e6-11e8-9694-00bd8c1371f3","269",468,"0","0","0","0"
"421f65a6-93f6-11e8-925d-fc60c095174f","269",872,"7","3","5","3"
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","269",41,"0","0","0","0"
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","268",15,"0","0","0","0"
"138ad2d4-9559-11e8-993b-2078d824af27","267",8,"1","1","1","1"
"fdc8b106-8a58-11e8-8695-e0e8393def43","267",524,"2","1","1","1"
"421f65a6-93f6-11e8-925d-fc60c095174f","266",872,"1","1","1","1"
"e36927f8-00e9-11e8-af1d-cf60b8bcf5f7","264",18,"0","0","0","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","263",48,"2","0","0","0"
"10e87e8a-94a2-11e8-ba78-2078d824af27","263",51,"0","0","0","0"
"108aa054-96fe-11e8-bcbd-2078d824af27","263",5,"0","0","0","0"
"fd79e8cc-738e-11e8-988e-f0a9a6a83071","262",10,"0","0","0","0"
"d95fc914-170b-11e8-b027-36686c0143b9","262",75,"1","0","0","0"
"295011f0-8439-11e8-88db-f86fca9e9af2","262",8,"0","0","0","0"
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","260",89,"0","0","0","0"
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","259",55,"0","0","0","0"
"f754c07e-0981-11e8-a994-4194588b2a65","258",60,"0","0","0","0"
"3446b5f6-956d-11e8-a183-fc60c095174f","258",91,"0","0","0","0"
"6725a662-328f-11e8-8066-9e0d2a124413","257",2128,"0","0","0","0"
"8453807a-93f0-11e8-b468-fc60c095174f","257",28,"1","1","1","1"
"07b77414-9f98-11e8-b572-eb1702e95e35","257",29,"1","0","0","0"
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","256",49,"1","0","0","0"
"07b77414-9f98-11e8-b572-eb1702e95e35","256",27,"1","0","0","0"
"f9e00a2e-01a2-11e8-b541-a08db8bcf5f7","255",141,"0","0","0","0"
"1c7149de-7ea0-11e8-ada7-22576382b57d","254",58,"0","0","0","0"
"e93c2bec-6324-11e8-85d6-fb1b3249e00a","254",19,"0","0","0","0"
"7971605c-7530-11e8-bec0-ab7403c1ce92","253",5,"0","0","0","0"
"c429cfac-9593-11e8-863b-fc60c095174f","252",19,"0","0","0","0"
"fcf7151c-94ce-11e8-9aff-fc60c095174f","252",28,"2","1","1","1"
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","252",198,"0","0","0","0"
"ba5f0ab8-7b9a-11e8-896a-22576382b57d","251",79,"1","0","0","0"
"bc518a3e-026a-11e8-93a1-a08db8bcf5f7","250",0,"0","0","0","0"
"925488dc-8e54-11e8-a0ec-e0e8393def43","250",102,"0","0","0","0"
"38293cc4-90b9-11e8-9d44-fc60c095174f","249",16,"0","0","0","0"
"440a3e5e-00f8-11e8-bbf0-a08db8bcf5f7","248",0,"0","0","0","0"
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","247",7,"0","0","0","0"
"138ad2d4-9559-11e8-993b-2078d824af27","247",8,"0","0","0","0"
"fdc8b106-8a58-11e8-8695-e0e8393def43","247",529,"0","0","0","0"
"421f65a6-93f6-11e8-925d-fc60c095174f","247",874,"0","0","0","0"
"3924a578-9659-11e8-ae1c-fc60c095174f","246",11,"0","0","0","0"
"c429cfac-9593-11e8-863b-fc60c095174f","246",14,"0","0","0","0"
