"docUuid","visitors","date","isLong","timeReadExpected"
"5465e68c-9968-11e8-b9c7-852902e95e35","4600","2018-08-10",0,44
"456b68e4-9ca8-11e8-884c-eb1702e95e35","4579","2018-08-14",0,71
"b6f434f0-9631-11e8-8a60-fc60c095174f","4523","2018-08-04",0,63
"0814e520-9d3d-11e8-89aa-a25db12b5a53","4344","2018-08-15",1,351
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","4329","2018-08-13",0,78
"21b31f3a-a12d-11e8-be1d-41d95f45639c","4323","2018-08-20",0,51
"cf8d0e1c-9639-11e8-936f-2078d824af27","4280","2018-08-03",0,52
"e9383386-995f-11e8-a4ed-852902e95e35","4276","2018-08-08",0,40
"bce1283c-a1fd-11e8-897e-41d95f45639c","4265","2018-08-21",0,46
"10e87e8a-94a2-11e8-ba78-2078d824af27","4224","2018-08-09",0,51
"42321806-94b7-11e8-9e55-fc60c095174f","4223","2018-08-02",0,74
"3446b5f6-956d-11e8-a183-fc60c095174f","4101","2018-08-06",0,45
"ea50192c-9708-11e8-82a3-2078d824af27","4046","2018-08-07",0,38
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","3981","2018-08-12",0,52
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","3980","2018-08-10",0,82
"907ae110-96eb-11e8-96a7-fc60c095174f","3976","2018-08-07",0,53
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","3951","2018-08-16",1,257
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","3863","2018-08-15",1,417
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","3810","2018-08-11",0,82
"6d99ea58-a125-11e8-85de-8f4a631f500f","3787","2018-08-20",0,62
"3d66192a-9490-11e8-9907-2078d824af27","3749","2018-08-06",0,48
"cf8d0e1c-9639-11e8-936f-2078d824af27","3724","2018-08-02",0,52
"e129338e-963f-11e8-a542-2078d824af27","3704","2018-08-06",0,45
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","3696","2018-08-15",0,65
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","3680","2018-08-16",0,38
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","3590","2018-08-17",0,57
"fe061f3a-06a2-11e8-9dee-328f588b2a65","3581","2018-08-07",0,53
"b6f434f0-9631-11e8-8a60-fc60c095174f","3556","2018-08-06",0,61
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","3514","2018-08-01",0,42
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","3451","2018-08-19",0,69
"e129338e-963f-11e8-a542-2078d824af27","3415","2018-08-05",0,45
"d95fc914-170b-11e8-b027-36686c0143b9","3409","2018-08-12",1,502
"163999e2-9af0-11e8-87aa-1e0e02e95e35","3402","2018-08-11",0,56
"a1ef9464-9a46-11e8-8b2a-1e0e02e95e35","3399","2018-08-10",0,45
"4f70ab5a-9a33-11e8-a608-f017b12b5a53","3373","2018-08-10",0,62
"fcf7151c-94ce-11e8-9aff-fc60c095174f","3358","2018-08-03",0,68
"a5dc0066-a154-11e8-84d8-8f4a631f500f","3358","2018-08-21",0,39
"fb4e9adc-958c-11e8-89f9-fc60c095174f","3354","2018-08-04",0,67
"158570c8-747d-11e8-aa2c-f0a9a6a83071","3344","2018-08-17",0,71
"c5eb79ce-a085-11e8-a080-41d95f45639c","3319","2018-08-18",0,48
"7990d002-9fbc-11e8-9724-a25db12b5a53","3306","2018-08-17",0,31
"d1a1b35a-93ce-11e8-bcba-fc60c095174f","3261","2018-08-01",0,88
"b6f434f0-9631-11e8-8a60-fc60c095174f","3242","2018-08-05",0,59
"99301356-9953-11e8-8039-2078d824af27","3210","2018-08-09",0,31
"fb4e9adc-958c-11e8-89f9-fc60c095174f","3159","2018-08-05",0,67
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","3048","2018-08-12",0,78
"14b01f4c-707f-11e8-afa1-ab7403c1ce92","3029","2018-08-06",0,37
"07b77414-9f98-11e8-b572-eb1702e95e35","3020","2018-08-16",0,88
"421f65a6-93f6-11e8-925d-fc60c095174f","3018","2018-08-03",0,23
"ae91f93c-964f-11e8-aa2d-2078d824af27","3003","2018-08-07",0,62
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","2873","2018-08-15",0,60
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","2840","2018-08-01",0,57
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","2832","2018-08-17",0,37
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","2809","2018-08-02",0,82
"10e87e8a-94a2-11e8-ba78-2078d824af27","2796","2018-08-08",0,49
"891d4278-67d4-11e8-9a86-fb1b3249e00a","2777","2018-08-14",0,56
"5465e68c-9968-11e8-b9c7-852902e95e35","2739","2018-08-12",0,47
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","2713","2018-08-13",1,361
"aa8477c6-a224-11e8-b201-41d95f45639c","2710","2018-08-21",0,35
"5465e68c-9968-11e8-b9c7-852902e95e35","2695","2018-08-11",0,44
"9258c4e2-9188-11e8-baef-fc60c095174f","2674","2018-08-01",0,71
"3d66192a-9490-11e8-9907-2078d824af27","2669","2018-08-04",0,48
"f0ccfd3c-013b-11e8-ac5d-a08db8bcf5f7","2667","2018-08-14",1,107
"8453807a-93f0-11e8-b468-fc60c095174f","2664","2018-08-02",0,76
"d95fc914-170b-11e8-b027-36686c0143b9","2651","2018-08-19",1,501
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","2605","2018-08-18",1,282
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","2601","2018-08-18",0,57
"c97f5c78-9977-11e8-a79d-852902e95e35","2595","2018-08-09",0,65
"ae8e992c-a08b-11e8-9082-41d95f45639c","2537","2018-08-21",0,46
"5ee74e7c-9ef2-11e8-9047-eb1702e95e35","2506","2018-08-16",0,80
"d95fc914-170b-11e8-b027-36686c0143b9","2480","2018-08-05",1,498
"11dd5cd2-414d-11e8-8d21-a1e87e988848","2475","2018-08-08",0,46
"3d66192a-9490-11e8-9907-2078d824af27","2467","2018-08-05",0,48
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","2463","2018-08-14",0,43
"1f0b2036-a22f-11e8-9d4d-8f4a631f500f","2399","2018-08-21",0,64
"0814e520-9d3d-11e8-89aa-a25db12b5a53","2398","2018-08-16",1,351
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","2392","2018-08-14",1,423
"10e87e8a-94a2-11e8-ba78-2078d824af27","2382","2018-08-16",0,49
"3bfd7946-9014-11e8-833b-2078d824af27","2377","2018-08-02",1,311
"c429cfac-9593-11e8-863b-fc60c095174f","2358","2018-08-07",0,48
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","2309","2018-08-02",0,50
"421f65a6-93f6-11e8-925d-fc60c095174f","2305","2018-08-09",0,23
"deaf89cc-00ef-11e8-a834-a08db8bcf5f7","2304","2018-08-16",1,424
"69f972a4-a168-11e8-9077-41d95f45639c","2271","2018-08-21",1,165
"1c3a3da4-a06a-11e8-815c-41d95f45639c","2264","2018-08-17",1,110
"afcaa190-1df1-11e8-805a-deccd0dd5d77","2257","2018-08-15",0,38
"57203bf0-6fa3-11e8-b5a2-70a303c1ce92","2246","2018-08-01",0,70
"0814e520-9d3d-11e8-89aa-a25db12b5a53","2237","2018-08-17",1,355
"fb4e9adc-958c-11e8-89f9-fc60c095174f","2218","2018-08-06",0,64
"545ac28c-8c04-11e8-8f45-e0e8393def43","2212","2018-08-10",0,60
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","2175","2018-08-19",0,57
"c8ba8210-94b1-11e8-ac97-2078d824af27","2169","2018-08-07",0,51
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","2156","2018-08-16",1,435
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","2143","2018-08-09",0,63
"421f65a6-93f6-11e8-925d-fc60c095174f","2126","2018-08-05",0,23
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","2107","2018-08-13",0,82
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","2106","2018-08-10",0,59
"d89a2080-994f-11e8-b4bc-2078d824af27","2088","2018-08-08",0,60
"421f65a6-93f6-11e8-925d-fc60c095174f","2061","2018-08-06",0,23
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","2051","2018-08-16",0,68
"fa5e724a-9baa-11e8-856a-eb1702e95e35","2035","2018-08-11",0,44
"b23460a8-00e9-11e8-84ee-00bd8c1371f3","2012","2018-08-13",0,53
"3d66192a-9490-11e8-9907-2078d824af27","1977","2018-08-14",0,48
"45b330ee-9a18-11e8-b397-f017b12b5a53","1959","2018-08-10",0,51
"3446b5f6-956d-11e8-a183-fc60c095174f","1953","2018-08-14",0,42
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","1946","2018-08-12",1,354
"158570c8-747d-11e8-aa2c-f0a9a6a83071","1940","2018-08-16",0,71
"421f65a6-93f6-11e8-925d-fc60c095174f","1916","2018-08-04",0,23
"8e1f84aa-46ca-11e8-9901-de2ce12992ad","1889","2018-08-06",0,30
"2638cfae-9c74-11e8-96ad-a25db12b5a53","1857","2018-08-15",0,90
"a834ff8a-93d9-11e8-ae17-2078d824af27","1836","2018-08-02",0,56
"1a25424e-917d-11e8-9d5b-2078d824af27","1813","2018-08-01",0,41
"14b01f4c-707f-11e8-afa1-ab7403c1ce92","1799","2018-08-07",0,37
"335b20e6-9f90-11e8-80d1-eb1702e95e35","1795","2018-08-20",0,55
"459e47c8-89b1-11e8-a236-8869a7fcb7dc","1784","2018-08-20",0,57
"3924a578-9659-11e8-ae1c-fc60c095174f","1772","2018-08-07",0,45
"3d66192a-9490-11e8-9907-2078d824af27","1741","2018-08-07",0,48
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","1721","2018-08-11",0,55
"f0ccfd3c-013b-11e8-ac5d-a08db8bcf5f7","1721","2018-08-15",1,111
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","1719","2018-08-08",0,61
"1f70904e-9b02-11e8-bc21-f017b12b5a53","1701","2018-08-11",0,54
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1694","2018-08-15",0,80
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1684","2018-08-20",0,45
"f462cb8c-957b-11e8-b8cb-fc60c095174f","1659","2018-08-04",0,27
"3d66192a-9490-11e8-9907-2078d824af27","1621","2018-08-13",0,48
"3446b5f6-956d-11e8-a183-fc60c095174f","1600","2018-08-07",0,42
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1581","2018-08-13",0,39
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","1573","2018-08-09",0,42
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1570","2018-08-21",0,42
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","1570","2018-08-15",0,41
"cc881dae-220a-11e8-a885-7f6bd0dd5d77","1566","2018-08-14",1,403
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","1556","2018-08-03",0,45
"0814e520-9d3d-11e8-89aa-a25db12b5a53","1554","2018-08-21",1,351
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1531","2018-08-16",0,78
"f8f22494-91ad-11e8-ac8f-fc60c095174f","1520","2018-08-01",0,78
"afcaa190-1df1-11e8-805a-deccd0dd5d77","1485","2018-08-14",0,34
"163999e2-9af0-11e8-87aa-1e0e02e95e35","1484","2018-08-12",0,52
"5277927e-0fef-11e8-b2b2-02ed3694657e","1474","2018-08-10",0,37
"c429cfac-9593-11e8-863b-fc60c095174f","1468","2018-08-08",0,51
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","1448","2018-08-16",0,60
"fd0296d2-93ff-11e8-a43c-fc60c095174f","1443","2018-08-03",0,83
"9f71df54-a215-11e8-92a5-8f4a631f500f","1430","2018-08-21",0,88
"e53a6e88-90a5-11e8-a466-2078d824af27","1396","2018-08-09",0,52
"c8ba8210-94b1-11e8-ac97-2078d824af27","1376","2018-08-04",0,51
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1372","2018-08-19",0,66
"fa5e724a-9baa-11e8-856a-eb1702e95e35","1369","2018-08-13",0,48
"1f70904e-9b02-11e8-bc21-f017b12b5a53","1359","2018-08-12",0,56
"335b20e6-9f90-11e8-80d1-eb1702e95e35","1340","2018-08-17",0,57
"c029feae-01f5-11e8-a8c0-a08db8bcf5f7","1333","2018-08-08",1,209
"9258c4e2-9188-11e8-baef-fc60c095174f","1332","2018-08-13",0,73
"10e87e8a-94a2-11e8-ba78-2078d824af27","1323","2018-08-15",0,49
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","1312","2018-08-03",0,55
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","1310","2018-08-11",1,354
"1a449504-6a36-11e8-86b0-85aca6a83071","1307","2018-08-06",1,100
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","1305","2018-08-20",0,75
"fa5e724a-9baa-11e8-856a-eb1702e95e35","1295","2018-08-12",0,48
"fd0296d2-93ff-11e8-a43c-fc60c095174f","1283","2018-08-06",0,83
"2638cfae-9c74-11e8-96ad-a25db12b5a53","1279","2018-08-16",0,88
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","1276","2018-08-19",1,289
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","1267","2018-08-09",0,58
"c5eb79ce-a085-11e8-a080-41d95f45639c","1263","2018-08-19",0,47
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1257","2018-08-14",0,45
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1249","2018-08-20",0,66
"d5b9ac3c-3671-11e8-a522-c70d7f988848","1246","2018-08-14",0,59
"adcf3b3c-9ef0-11e8-a762-a25db12b5a53","1223","2018-08-16",0,61
"3446b5f6-956d-11e8-a183-fc60c095174f","1219","2018-08-10",0,43
"3924a578-9659-11e8-ae1c-fc60c095174f","1218","2018-08-16",0,45
"2ddf22de-868b-11e8-95d8-f63dca9e9af2","1200","2018-08-01",0,70
"9258c4e2-9188-11e8-baef-fc60c095174f","1197","2018-08-03",0,75
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","1176","2018-08-20",1,289
"b9a82542-971e-11e8-815e-fc60c095174f","1158","2018-08-08",0,58
"351ef64a-8a65-11e8-8ca7-8869a7fcb7dc","1154","2018-08-14",0,82
"c83591a6-a05d-11e8-af80-8f4a631f500f","1149","2018-08-21",0,85
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","1144","2018-08-17",0,53
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","1144","2018-08-09",1,257
"e53a6e88-90a5-11e8-a466-2078d824af27","1143","2018-08-01",0,52
"8e1f84aa-46ca-11e8-9901-de2ce12992ad","1134","2018-08-07",0,30
"e53a6e88-90a5-11e8-a466-2078d824af27","1114","2018-08-08",0,52
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","1106","2018-08-15",0,42
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","1096","2018-08-13",1,99
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","1083","2018-08-20",0,41
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","1081","2018-08-14",0,82
"163999e2-9af0-11e8-87aa-1e0e02e95e35","1080","2018-08-13",0,52
"158570c8-747d-11e8-aa2c-f0a9a6a83071","1068","2018-08-18",0,71
"a32029c6-89a1-11e8-a1c4-5683a7fcb7dc","1050","2018-08-02",0,42
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","1040","2018-08-14",0,66
"10e87e8a-94a2-11e8-ba78-2078d824af27","1039","2018-08-10",0,51
"925488dc-8e54-11e8-a0ec-e0e8393def43","1030","2018-08-03",0,54
"6ff50a26-44a0-11e8-9e48-de2ce12992ad","1028","2018-08-13",0,62
"21b31f3a-a12d-11e8-be1d-41d95f45639c","1017","2018-08-21",0,51
"5465e68c-9968-11e8-b9c7-852902e95e35","1013","2018-08-14",0,47
"e4525d10-6962-11e8-bf55-fb1b3249e00a","1011","2018-08-07",1,208
"3446b5f6-956d-11e8-a183-fc60c095174f","1011","2018-08-13",0,41
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","1009","2018-08-13",0,51
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","1006","2018-08-18",0,62
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","1003","2018-08-11",0,39
"42321806-94b7-11e8-9e55-fc60c095174f","1000","2018-08-03",0,74
"b23460a8-00e9-11e8-84ee-00bd8c1371f3","995","2018-08-14",0,57
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","986","2018-08-18",0,75
"cc881dae-220a-11e8-a885-7f6bd0dd5d77","973","2018-08-15",1,407
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","973","2018-08-17",1,254
"b80ec268-8517-11e8-b5d2-d8cdf617378b","968","2018-08-01",0,80
"163999e2-9af0-11e8-87aa-1e0e02e95e35","966","2018-08-14",0,53
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","964","2018-08-19",0,75
"3d66192a-9490-11e8-9907-2078d824af27","960","2018-08-15",0,51
"158570c8-747d-11e8-aa2c-f0a9a6a83071","959","2018-08-20",0,75
"c68d5b34-0546-11e8-b8df-6836f727bb7d","959","2018-08-16",1,253
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","946","2018-08-17",0,42
"36b1feec-9ae3-11e8-8c2d-1e0e02e95e35","946","2018-08-11",0,54
"cf8d0e1c-9639-11e8-936f-2078d824af27","939","2018-08-04",0,50
"3031c876-90c1-11e8-a3d8-2078d824af27","935","2018-08-01",0,58
"fdc8b106-8a58-11e8-8695-e0e8393def43","932","2018-08-09",0,87
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","932","2018-08-12",0,51
"fd79e8cc-738e-11e8-988e-f0a9a6a83071","932","2018-08-07",0,37
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","907","2018-08-14",0,52
"5465e68c-9968-11e8-b9c7-852902e95e35","902","2018-08-15",0,45
"c183bb3e-6bb6-11e8-8f74-8ed2e26c6167","890","2018-08-13",0,48
"9258c4e2-9188-11e8-baef-fc60c095174f","890","2018-08-02",0,75
"e129338e-963f-11e8-a542-2078d824af27","886","2018-08-07",0,45
"a20ce268-00e9-11e8-94e6-cf60b8bcf5f7","882","2018-08-06",0,47
"421f65a6-93f6-11e8-925d-fc60c095174f","880","2018-08-11",0,26
"108aa054-96fe-11e8-bcbd-2078d824af27","878","2018-08-08",0,62
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","871","2018-08-09",0,78
"5465e68c-9968-11e8-b9c7-852902e95e35","862","2018-08-21",0,44
"c429cfac-9593-11e8-863b-fc60c095174f","855","2018-08-20",0,47
"e289578e-0109-11e8-abb3-a08db8bcf5f7","848","2018-08-07",0,36
"5465e68c-9968-11e8-b9c7-852902e95e35","841","2018-08-20",0,47
"421f65a6-93f6-11e8-925d-fc60c095174f","834","2018-08-12",0,23
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","833","2018-08-16",0,38
"3446b5f6-956d-11e8-a183-fc60c095174f","831","2018-08-08",0,46
"c881cb96-8c0a-11e8-8ed5-8869a7fcb7dc","829","2018-08-10",0,26
"c8ba8210-94b1-11e8-ac97-2078d824af27","826","2018-08-13",0,54
"158570c8-747d-11e8-aa2c-f0a9a6a83071","825","2018-08-19",0,82
"68fbf22e-6fb7-11e8-8028-f0a9a6a83071","822","2018-08-06",1,204
"fdc8b106-8a58-11e8-8695-e0e8393def43","821","2018-08-08",0,92
"c429cfac-9593-11e8-863b-fc60c095174f","819","2018-08-21",0,47
"335b20e6-9f90-11e8-80d1-eb1702e95e35","816","2018-08-18",0,55
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","815","2018-08-05",0,48
"335b20e6-9f90-11e8-80d1-eb1702e95e35","805","2018-08-19",0,55
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","803","2018-08-12",0,95
"e60d6780-5814-11e8-81c8-c044553edb85","801","2018-08-10",0,37
"e9383386-995f-11e8-a4ed-852902e95e35","801","2018-08-09",0,37
"deaf89cc-00ef-11e8-a834-a08db8bcf5f7","799","2018-08-15",1,424
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","798","2018-08-01",0,42
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","797","2018-08-06",0,47
"39c24f2a-8fe8-11e8-ab25-e0e8393def43","795","2018-08-02",0,57
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","794","2018-08-11",0,59
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","792","2018-08-08",1,254
"c8ba8210-94b1-11e8-ac97-2078d824af27","785","2018-08-10",0,54
"e4525d10-6962-11e8-bf55-fb1b3249e00a","780","2018-08-06",1,651
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","779","2018-08-01",0,61
"1f70904e-9b02-11e8-bc21-f017b12b5a53","779","2018-08-13",0,53
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","779","2018-08-20",0,55
"cf8d0e1c-9639-11e8-936f-2078d824af27","776","2018-08-05",0,50
"8d837ec6-00fb-11e8-9f84-d6fd8c1371f3","776","2018-08-14",1,345
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","774","2018-08-13",1,608
"5277927e-0fef-11e8-b2b2-02ed3694657e","771","2018-08-08",0,38
"040fa184-90b5-11e8-ade0-fc60c095174f","771","2018-08-01",0,41
"5bca5b5c-013c-11e8-a44d-a08db8bcf5f7","770","2018-08-14",0,22
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","764","2018-08-12",0,39
"b2c1fd62-6a4a-11e8-a6f6-8ed2e26c6167","759","2018-08-13",0,43
"ae91f93c-964f-11e8-aa2d-2078d824af27","756","2018-08-08",0,62
"d95fc914-170b-11e8-b027-36686c0143b9","749","2018-08-13",1,502
"7b3a104e-90d0-11e8-af4d-2078d824af27","748","2018-08-01",0,65
"fb4e9adc-958c-11e8-89f9-fc60c095174f","746","2018-08-15",0,64
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","743","2018-08-01",1,257
"925488dc-8e54-11e8-a0ec-e0e8393def43","738","2018-08-02",0,60
"d5b9ac3c-3671-11e8-a522-c70d7f988848","738","2018-08-15",0,59
"5465e68c-9968-11e8-b9c7-852902e95e35","737","2018-08-16",0,44
"cf8d0e1c-9639-11e8-936f-2078d824af27","731","2018-08-06",0,52
"c8ba8210-94b1-11e8-ac97-2078d824af27","728","2018-08-12",0,54
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","727","2018-08-16",0,41
"f462cb8c-957b-11e8-b8cb-fc60c095174f","726","2018-08-05",0,27
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","721","2018-08-14",1,225
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","719","2018-08-15",1,225
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","717","2018-08-04",0,55
"dc5f5332-8682-11e8-a5eb-5683a7fcb7dc","715","2018-08-01",0,84
"10e87e8a-94a2-11e8-ba78-2078d824af27","715","2018-08-13",0,49
"c8ba8210-94b1-11e8-ac97-2078d824af27","714","2018-08-11",0,51
"96de8e12-00eb-11e8-8743-a08db8bcf5f7","711","2018-08-21",1,277
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","709","2018-08-13",0,56
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","708","2018-08-17",0,38
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","708","2018-08-20",0,51
"5465e68c-9968-11e8-b9c7-852902e95e35","707","2018-08-17",0,44
"38293cc4-90b9-11e8-9d44-fc60c095174f","706","2018-08-01",0,36
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","705","2018-08-14",0,50
"ab43adb6-1c6a-11e8-a41c-4d238c11f014","692","2018-08-01",0,40
"c68d5b34-0546-11e8-b8df-6836f727bb7d","689","2018-08-15",1,239
"9258c4e2-9188-11e8-baef-fc60c095174f","689","2018-08-14",0,75
"7990d002-9fbc-11e8-9724-a25db12b5a53","685","2018-08-20",0,28
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","684","2018-08-21",0,62
"89e5ff32-1d25-11e8-aa47-8fc5d0dd5d77","680","2018-08-10",0,29
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","678","2018-08-03",0,78
"73a73d14-8f24-11e8-8494-e0e8393def43","678","2018-08-06",0,64
"c5eb79ce-a085-11e8-a080-41d95f45639c","677","2018-08-20",0,42
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","676","2018-08-20",0,37
"c8ba8210-94b1-11e8-ac97-2078d824af27","675","2018-08-06",0,53
"3c79e21e-80f2-11e8-8d1b-d8cdf617378b","674","2018-08-01",0,45
"fd0296d2-93ff-11e8-a43c-fc60c095174f","669","2018-08-04",0,82
"421f65a6-93f6-11e8-925d-fc60c095174f","664","2018-08-13",0,23
"fd79e8cc-738e-11e8-988e-f0a9a6a83071","663","2018-08-08",0,40
"73a73d14-8f24-11e8-8494-e0e8393def43","656","2018-08-03",0,63
"25c3bc04-00e9-11e8-991b-00bd8c1371f3","655","2018-08-10",0,30
"3080a7a0-81b4-11e8-9638-f86fca9e9af2","654","2018-08-14",1,361
"04967534-0bdf-11e8-ae62-ea2c588b2a65","653","2018-08-13",0,82
"3bfd7946-9014-11e8-833b-2078d824af27","650","2018-08-03",1,306
"347897ac-00f2-11e8-91b7-d6fd8c1371f3","648","2018-08-11",1,600
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","644","2018-08-18",0,45
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","644","2018-08-01",0,58
"1a449504-6a36-11e8-86b0-85aca6a83071","643","2018-08-07",1,103
"d1983f34-7072-11e8-9b2e-ab7403c1ce92","639","2018-08-11",0,95
"1a449504-6a36-11e8-86b0-85aca6a83071","639","2018-08-10",1,100
"fb4e9adc-958c-11e8-89f9-fc60c095174f","638","2018-08-13",0,64
"fd0296d2-93ff-11e8-a43c-fc60c095174f","635","2018-08-05",0,78
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","633","2018-08-20",0,42
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","628","2018-08-13",0,42
"fe061f3a-06a2-11e8-9dee-328f588b2a65","625","2018-08-08",0,57
"7b7dc7ec-017b-11e8-b43b-a08db8bcf5f7","623","2018-08-03",0,9
"9fcaabc8-8fd4-11e8-8398-e0e8393def43","617","2018-08-16",0,61
"5277927e-0fef-11e8-b2b2-02ed3694657e","610","2018-08-09",0,37
"c029feae-01f5-11e8-a8c0-a08db8bcf5f7","606","2018-08-09",1,212
"45b330ee-9a18-11e8-b397-f017b12b5a53","605","2018-08-13",0,54
"73a73d14-8f24-11e8-8494-e0e8393def43","604","2018-08-01",0,68
"5277927e-0fef-11e8-b2b2-02ed3694657e","603","2018-08-07",0,38
"c43b5286-a146-11e8-bf2c-8f4a631f500f","601","2018-08-21",1,126
"57f69890-00e9-11e8-97fa-cf60b8bcf5f7","601","2018-08-10",0,29
"ea50192c-9708-11e8-82a3-2078d824af27","601","2018-08-08",0,38
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","594","2018-08-12",0,60
"549cf932-7aa6-11e8-9740-4ceaba6bc217","594","2018-08-07",0,54
"2638cfae-9c74-11e8-96ad-a25db12b5a53","594","2018-08-17",0,90
"3031c876-90c1-11e8-a3d8-2078d824af27","594","2018-08-02",0,60
"d21c36b2-00e8-11e8-9a2d-cf60b8bcf5f7","593","2018-08-17",0,67
"3329e1c2-30f8-11e8-9ae4-ec97670cc1e3","590","2018-08-04",0,45
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","588","2018-08-16",0,55
"07b77414-9f98-11e8-b572-eb1702e95e35","587","2018-08-20",0,88
