"docUuid","visitors","date","isLong","timeReadExpected"
"45b330ee-9a18-11e8-b397-f017b12b5a53","29859","2018-08-07",0,51
"a1ef9464-9a46-11e8-8b2a-1e0e02e95e35","29700","2018-08-08",0,43
"c429cfac-9593-11e8-863b-fc60c095174f","29673","2018-08-03",0,51
"9812c736-a211-11e8-9004-8f4a631f500f","28920","2018-08-18",0,79
"ae8e992c-a08b-11e8-9082-41d95f45639c","28678","2018-08-17",0,47
"9812c736-a211-11e8-9004-8f4a631f500f","28669","2018-08-20",0,82
"2638cfae-9c74-11e8-96ad-a25db12b5a53","27972","2018-08-11",0,88
"3924a578-9659-11e8-ae1c-fc60c095174f","27955","2018-08-03",0,49
"108aa054-96fe-11e8-bcbd-2078d824af27","27352","2018-08-03",0,62
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","27350","2018-08-10",0,65
"3d66192a-9490-11e8-9907-2078d824af27","27337","2018-08-02",0,51
"c83591a6-a05d-11e8-af80-8f4a631f500f","27335","2018-08-17",0,85
"ed3a207c-a457-11e8-8f32-8f4a631f500f","27188","2018-08-20",0,41
"907ae110-96eb-11e8-96a7-fc60c095174f","25803","2018-08-06",0,56
"5465e68c-9968-11e8-b9c7-852902e95e35","25777","2018-08-08",0,51
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","25667","2018-08-09",0,51
"c5eb79ce-a085-11e8-a080-41d95f45639c","25557","2018-08-15",0,47
"9812c736-a211-11e8-9004-8f4a631f500f","25306","2018-08-19",0,79
"138ad2d4-9559-11e8-993b-2078d824af27","25177","2018-08-01",0,38
"c43b5286-a146-11e8-bf2c-8f4a631f500f","25175","2018-08-16",1,134
"a5dc0066-a154-11e8-84d8-8f4a631f500f","25132","2018-08-16",0,36
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","24564","2018-08-16",0,81
"f0342652-96f5-11e8-83ad-2078d824af27","24515","2018-08-04",0,28
"7990d002-9fbc-11e8-9724-a25db12b5a53","24502","2018-08-14",0,29
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","24234","2018-08-10",0,41
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","24221","2018-08-17",0,66
"5ee74e7c-9ef2-11e8-9047-eb1702e95e35","23937","2018-08-14",0,80
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","23927","2018-08-10",0,19
"6d99ea58-a125-11e8-85de-8f4a631f500f","23703","2018-08-17",0,65
"2104c2e2-9eca-11e8-ba53-eb1702e95e35","23522","2018-08-14",0,69
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","23370","2018-08-15",0,51
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","23051","2018-08-16",0,66
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","22662","2018-08-15",0,62
"fcf7151c-94ce-11e8-9aff-fc60c095174f","22363","2018-08-02",0,68
"2638cfae-9c74-11e8-96ad-a25db12b5a53","22309","2018-08-12",0,88
"feb5a38e-a47b-11e8-b5e0-41d95f45639c","22012","2018-08-21",0,63
"907ae110-96eb-11e8-96a7-fc60c095174f","21791","2018-08-04",0,53
"bb79e6b0-9fb3-11e8-bef0-eb1702e95e35","21776","2018-08-15",0,37
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","21594","2018-08-14",0,51
"bce1283c-a1fd-11e8-897e-41d95f45639c","21371","2018-08-20",0,48
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","21367","2018-08-09",1,225
"b769cd20-a2b4-11e8-9c73-8f4a631f500f","21336","2018-08-19",0,48
"45b330ee-9a18-11e8-b397-f017b12b5a53","20922","2018-08-08",0,53
"3446b5f6-956d-11e8-a183-fc60c095174f","20677","2018-08-03",0,48
"fb4e9adc-958c-11e8-89f9-fc60c095174f","20260","2018-08-03",0,64
"c97f5c78-9977-11e8-a79d-852902e95e35","20032","2018-08-06",0,65
"78c3ab34-a487-11e8-9645-8f4a631f500f","19143","2018-08-20",1,106
"b769cd20-a2b4-11e8-9c73-8f4a631f500f","18968","2018-08-21",0,51
"456b68e4-9ca8-11e8-884c-eb1702e95e35","18644","2018-08-13",0,71
"f0342652-96f5-11e8-83ad-2078d824af27","18320","2018-08-05",0,28
"b769cd20-a2b4-11e8-9c73-8f4a631f500f","18049","2018-08-18",0,48
"5e3eb89a-a472-11e8-bd25-41d95f45639c","17876","2018-08-21",0,56
"108aa054-96fe-11e8-bcbd-2078d824af27","17840","2018-08-06",0,62
"907ae110-96eb-11e8-96a7-fc60c095174f","17758","2018-08-05",0,53
"fd0296d2-93ff-11e8-a43c-fc60c095174f","17738","2018-08-01",0,83
"c8ba8210-94b1-11e8-ac97-2078d824af27","17685","2018-08-03",0,51
"b6f434f0-9631-11e8-8a60-fc60c095174f","17364","2018-08-03",0,63
"456b68e4-9ca8-11e8-884c-eb1702e95e35","17300","2018-08-11",0,71
"f0342652-96f5-11e8-83ad-2078d824af27","17093","2018-08-06",0,28
"99301356-9953-11e8-8039-2078d824af27","16846","2018-08-08",0,35
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","16825","2018-08-16",0,69
"0814e520-9d3d-11e8-89aa-a25db12b5a53","16823","2018-08-14",1,357
"f462cb8c-957b-11e8-b8cb-fc60c095174f","16582","2018-08-02",0,24
"7990d002-9fbc-11e8-9724-a25db12b5a53","16546","2018-08-16",0,28
"fe3217ec-9a0f-11e8-b345-107bb12b5a53","16517","2018-08-08",0,73
"138ad2d4-9559-11e8-993b-2078d824af27","16389","2018-08-02",0,37
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","16343","2018-08-11",1,1311
"fb4e9adc-958c-11e8-89f9-fc60c095174f","16336","2018-08-01",0,63
"108aa054-96fe-11e8-bcbd-2078d824af27","16322","2018-08-04",0,66
"36b1feec-9ae3-11e8-8c2d-1e0e02e95e35","16202","2018-08-08",0,54
"bce78bf8-a510-11e8-823f-8f4a631f500f","16119","2018-08-21",0,40
"adcf3b3c-9ef0-11e8-a762-a25db12b5a53","16023","2018-08-14",0,57
"ae91f93c-964f-11e8-aa2d-2078d824af27","15943","2018-08-04",0,62
"f5fd35d8-a546-11e8-aa27-8f4a631f500f","15707","2018-08-21",0,60
"ed3a207c-a457-11e8-8f32-8f4a631f500f","15620","2018-08-21",0,41
"07b77414-9f98-11e8-b572-eb1702e95e35","15521","2018-08-14",0,88
"e9383386-995f-11e8-a4ed-852902e95e35","15517","2018-08-06",0,37
"1f70904e-9b02-11e8-bc21-f017b12b5a53","15469","2018-08-09",0,53
"a5dc0066-a154-11e8-84d8-8f4a631f500f","15155","2018-08-18",0,39
"ae91f93c-964f-11e8-aa2d-2078d824af27","15148","2018-08-05",0,62
"c5eb79ce-a085-11e8-a080-41d95f45639c","15126","2018-08-17",0,47
"b6f434f0-9631-11e8-8a60-fc60c095174f","15109","2018-08-02",0,61
"3924a578-9659-11e8-ae1c-fc60c095174f","14908","2018-08-02",0,47
"bce1283c-a1fd-11e8-897e-41d95f45639c","14768","2018-08-18",0,44
"e028d788-a1f1-11e8-9f37-8f4a631f500f","14689","2018-08-21",0,56
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","14645","2018-08-13",1,1311
"1f0b2036-a22f-11e8-9d4d-8f4a631f500f","14585","2018-08-20",0,65
"fa18e6d4-9bb5-11e8-a60f-eb1702e95e35","14492","2018-08-12",1,1309
"69f972a4-a168-11e8-9077-41d95f45639c","14266","2018-08-20",1,165
"ae91f93c-964f-11e8-aa2d-2078d824af27","14056","2018-08-06",0,65
"e129338e-963f-11e8-a542-2078d824af27","14050","2018-08-03",0,45
"5e3eb89a-a472-11e8-bd25-41d95f45639c","14045","2018-08-20",0,53
"ea50192c-9708-11e8-82a3-2078d824af27","14018","2018-08-06",0,38
"4f70ab5a-9a33-11e8-a608-f017b12b5a53","14011","2018-08-09",0,62
"bb79e6b0-9fb3-11e8-bef0-eb1702e95e35","13961","2018-08-14",0,37
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","13925","2018-08-09",0,40
"5ee74e7c-9ef2-11e8-9047-eb1702e95e35","13557","2018-08-13",0,80
"9da0e2ba-a526-11e8-9b22-8f4a631f500f","13500","2018-08-21",0,50
"a5dc0066-a154-11e8-84d8-8f4a631f500f","13494","2018-08-20",0,41
"0e3b9ca8-9ef7-11e8-9137-eb1702e95e35","12898","2018-08-15",0,42
"96de7c24-00eb-11e8-8743-a08db8bcf5f7","12829","2018-08-17",1,282
"421f65a6-93f6-11e8-925d-fc60c095174f","12784","2018-08-02",0,23
"adcf3b3c-9ef0-11e8-a762-a25db12b5a53","12761","2018-08-13",0,57
"a1ef9464-9a46-11e8-8b2a-1e0e02e95e35","12746","2018-08-07",0,43
"d89a2080-994f-11e8-b4bc-2078d824af27","12644","2018-08-06",0,60
"07b77414-9f98-11e8-b572-eb1702e95e35","12405","2018-08-15",0,88
"e129338e-963f-11e8-a542-2078d824af27","12403","2018-08-02",0,45
"1c3a3da4-a06a-11e8-815c-41d95f45639c","12313","2018-08-15",1,333
"aa8477c6-a224-11e8-b201-41d95f45639c","12297","2018-08-20",0,39
"a1ef9464-9a46-11e8-8b2a-1e0e02e95e35","12276","2018-08-09",0,43
"36b1feec-9ae3-11e8-8c2d-1e0e02e95e35","12269","2018-08-09",0,54
"69f972a4-a168-11e8-9077-41d95f45639c","12116","2018-08-18",1,165
"8453807a-93f0-11e8-b468-fc60c095174f","12088","2018-08-01",0,81
"a5dc0066-a154-11e8-84d8-8f4a631f500f","12031","2018-08-19",0,39
"ea50192c-9708-11e8-82a3-2078d824af27","12005","2018-08-03",0,38
"f462cb8c-957b-11e8-b8cb-fc60c095174f","11985","2018-08-01",0,25
"163999e2-9af0-11e8-87aa-1e0e02e95e35","11944","2018-08-10",0,56
"4bbe6494-a536-11e8-adae-8f4a631f500f","11792","2018-08-21",0,44
"b9a82542-971e-11e8-815e-fc60c095174f","11731","2018-08-06",0,62
"510a1d42-9c87-11e8-9dc5-a25db12b5a53","11699","2018-08-17",0,64
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","11547","2018-08-09",0,56
"456b68e4-9ca8-11e8-884c-eb1702e95e35","11516","2018-08-12",0,71
"ea50192c-9708-11e8-82a3-2078d824af27","11212","2018-08-04",0,38
"feb5a38e-a47b-11e8-b5e0-41d95f45639c","11055","2018-08-20",0,58
"88906ed2-a53e-11e8-aed1-8f4a631f500f","10808","2018-08-21",0,33
"c97f5c78-9977-11e8-a79d-852902e95e35","10661","2018-08-08",0,69
"1f0b2036-a22f-11e8-9d4d-8f4a631f500f","10628","2018-08-18",0,65
"bce1283c-a1fd-11e8-897e-41d95f45639c","10536","2018-08-19",0,44
"e9383386-995f-11e8-a4ed-852902e95e35","10528","2018-08-07",0,39
"fa5e724a-9baa-11e8-856a-eb1702e95e35","10471","2018-08-09",0,48
"69f972a4-a168-11e8-9077-41d95f45639c","10396","2018-08-19",1,157
"42321806-94b7-11e8-9e55-fc60c095174f","10305","2018-08-01",0,68
"5ee74e7c-9ef2-11e8-9047-eb1702e95e35","10143","2018-08-15",0,80
"108aa054-96fe-11e8-bcbd-2078d824af27","10132","2018-08-05",0,62
"335b20e6-9f90-11e8-80d1-eb1702e95e35","9756","2018-08-16",0,55
"b9a82542-971e-11e8-815e-fc60c095174f","9598","2018-08-04",0,58
"3bfd7946-9014-11e8-833b-2078d824af27","9567","2018-08-06",1,306
"ea50192c-9708-11e8-82a3-2078d824af27","9557","2018-08-05",0,38
"ae8e992c-a08b-11e8-9082-41d95f45639c","9528","2018-08-18",0,46
"7b2172f8-745d-11e8-a55f-ab7403c1ce92","9439","2018-08-08",0,56
"6c6da284-9f98-11e8-bbcf-eb1702e95e35","9408","2018-08-16",0,41
"ae8e992c-a08b-11e8-9082-41d95f45639c","9396","2018-08-19",0,46
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","9352","2018-08-10",0,55
"456b68e4-9ca8-11e8-884c-eb1702e95e35","9297","2018-08-10",0,71
"a5956c8a-9ee0-11e8-ad05-a25db12b5a53","9248","2018-08-15",0,40
"d89a2080-994f-11e8-b4bc-2078d824af27","9222","2018-08-07",0,60
"3924a578-9659-11e8-ae1c-fc60c095174f","9038","2018-08-06",0,45
"1f70904e-9b02-11e8-bc21-f017b12b5a53","8988","2018-08-08",0,52
"85c70544-9a3f-11e8-8dd7-f017b12b5a53","8801","2018-08-10",0,51
"21b31f3a-a12d-11e8-be1d-41d95f45639c","8745","2018-08-18",0,51
"94bc8c7e-9c8b-11e8-a40e-a25db12b5a53","8602","2018-08-14",0,45
"a834ff8a-93d9-11e8-ae17-2078d824af27","8374","2018-08-01",0,55
"9f71df54-a215-11e8-92a5-8f4a631f500f","8325","2018-08-20",0,91
"3bfd7946-9014-11e8-833b-2078d824af27","8297","2018-08-01",1,313
"1f0b2036-a22f-11e8-9d4d-8f4a631f500f","8207","2018-08-19",0,64
"1c419614-9fb9-11e8-b9f9-eb1702e95e35","8199","2018-08-16",0,54
"1bca607c-6b24-11e8-b44b-8ed2e26c6167","8189","2018-08-10",0,42
"ae8e992c-a08b-11e8-9082-41d95f45639c","8170","2018-08-20",0,46
"3bfd7946-9014-11e8-833b-2078d824af27","8163","2018-08-08",1,306
"fa5e724a-9baa-11e8-856a-eb1702e95e35","8100","2018-08-10",0,44
"3924a578-9659-11e8-ae1c-fc60c095174f","7969","2018-08-04",0,47
"5465e68c-9968-11e8-b9c7-852902e95e35","7756","2018-08-09",0,47
"f7b56108-8e75-11e8-b34d-8869a7fcb7dc","7755","2018-08-01",0,50
"aa8477c6-a224-11e8-b201-41d95f45639c","7746","2018-08-18",0,35
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","7676","2018-08-11",0,19
"1c3a3da4-a06a-11e8-815c-41d95f45639c","7675","2018-08-16",1,334
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","7665","2018-08-11",0,60
"3bfd7946-9014-11e8-833b-2078d824af27","7642","2018-08-07",1,313
"c43b5286-a146-11e8-bf2c-8f4a631f500f","7563","2018-08-18",1,405
"3d66192a-9490-11e8-9907-2078d824af27","7482","2018-08-03",0,48
"c83591a6-a05d-11e8-af80-8f4a631f500f","7469","2018-08-18",0,85
"45b330ee-9a18-11e8-b397-f017b12b5a53","7432","2018-08-09",0,51
"1f70904e-9b02-11e8-bc21-f017b12b5a53","7429","2018-08-10",0,56
"421f65a6-93f6-11e8-925d-fc60c095174f","7380","2018-08-10",0,23
"3446b5f6-956d-11e8-a183-fc60c095174f","7224","2018-08-04",0,41
"2638cfae-9c74-11e8-96ad-a25db12b5a53","7179","2018-08-14",0,88
"d138d0c6-9bf6-11e8-8f8e-eb1702e95e35","7128","2018-08-14",0,65
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","7038","2018-08-11",0,43
"3924a578-9659-11e8-ae1c-fc60c095174f","6890","2018-08-05",0,45
"9f71df54-a215-11e8-92a5-8f4a631f500f","6761","2018-08-18",0,88
"f462cb8c-957b-11e8-b8cb-fc60c095174f","6732","2018-08-03",0,24
"ab6ccd1a-5fed-11e8-b53b-be327c3166de","6598","2018-08-01",0,80
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","6554","2018-08-11",1,225
"bb79e6b0-9fb3-11e8-bef0-eb1702e95e35","6486","2018-08-16",0,38
"9f71df54-a215-11e8-92a5-8f4a631f500f","6436","2018-08-17",0,88
"21b31f3a-a12d-11e8-be1d-41d95f45639c","6409","2018-08-19",0,51
"9a432d1c-9fa9-11e8-b1b7-a25db12b5a53","6408","2018-08-17",0,75
"10e87e8a-94a2-11e8-ba78-2078d824af27","6365","2018-08-03",0,50
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","6325","2018-08-12",0,65
"b9a82542-971e-11e8-815e-fc60c095174f","6280","2018-08-03",0,58
"adcf3b3c-9ef0-11e8-a762-a25db12b5a53","6259","2018-08-15",0,57
"b9a82542-971e-11e8-815e-fc60c095174f","6247","2018-08-05",0,58
"639f36c2-00ec-11e8-86c6-d6fd8c1371f3","6247","2018-08-15",1,262
"c83591a6-a05d-11e8-af80-8f4a631f500f","6229","2018-08-19",0,85
"6d99ea58-a125-11e8-85de-8f4a631f500f","6197","2018-08-18",0,58
"72319330-9ed3-11e8-8dc8-eb1702e95e35","6180","2018-08-15",0,58
"aa8477c6-a224-11e8-b201-41d95f45639c","6065","2018-08-19",0,35
"1f0b2036-a22f-11e8-9d4d-8f4a631f500f","6055","2018-08-17",0,64
"3446b5f6-956d-11e8-a183-fc60c095174f","5883","2018-08-05",0,43
"8f90dcb2-79fb-11e8-b362-4ceaba6bc217","5830","2018-08-10",0,58
"142ff8ac-a55f-11e8-8c59-8f4a631f500f","5776","2018-08-21",0,46
"6d99ea58-a125-11e8-85de-8f4a631f500f","5696","2018-08-19",0,65
"c429cfac-9593-11e8-863b-fc60c095174f","5660","2018-08-04",0,47
"2104c2e2-9eca-11e8-ba53-eb1702e95e35","5626","2018-08-15",0,74
"f0342652-96f5-11e8-83ad-2078d824af27","5612","2018-08-07",0,31
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","5593","2018-08-13",0,43
"fd0296d2-93ff-11e8-a43c-fc60c095174f","5574","2018-08-02",0,78
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","5525","2018-08-20",0,69
"1a789cb2-9b07-11e8-b29c-f017b12b5a53","5520","2018-08-12",0,41
"9f71df54-a215-11e8-92a5-8f4a631f500f","5440","2018-08-19",0,88
"108aa054-96fe-11e8-bcbd-2078d824af27","5404","2018-08-07",0,72
"6586e2d8-a14f-11e8-afd8-8f4a631f500f","5397","2018-08-18",0,69
"c429cfac-9593-11e8-863b-fc60c095174f","5372","2018-08-05",0,51
"c43b5286-a146-11e8-bf2c-8f4a631f500f","5363","2018-08-20",1,134
"891d4278-67d4-11e8-9a86-fb1b3249e00a","5359","2018-08-13",0,54
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","5343","2018-08-11",0,52
"b9a82542-971e-11e8-815e-fc60c095174f","5342","2018-08-07",0,58
"aa8477c6-a224-11e8-b201-41d95f45639c","5335","2018-08-17",0,42
"c43b5286-a146-11e8-bf2c-8f4a631f500f","5268","2018-08-19",1,399
"138ad2d4-9559-11e8-993b-2078d824af27","5167","2018-08-03",0,41
"0a0d12a0-9c78-11e8-acfb-eb1702e95e35","5007","2018-08-13",0,52
"36b1feec-9ae3-11e8-8c2d-1e0e02e95e35","4952","2018-08-10",0,54
"6d7eb81e-9af9-11e8-88d9-f017b12b5a53","4938","2018-08-13",0,66
"4b3cddae-9a2b-11e8-a40c-1e0e02e95e35","4916","2018-08-10",0,39
"5465e68c-9968-11e8-b9c7-852902e95e35","4842","2018-08-13",0,47
"fe3217ec-9a0f-11e8-b345-107bb12b5a53","4822","2018-08-09",0,72
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","4792","2018-08-13",1,232
"c429cfac-9593-11e8-863b-fc60c095174f","4786","2018-08-06",0,48
"c83591a6-a05d-11e8-af80-8f4a631f500f","4782","2018-08-20",0,85
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","4756","2018-08-13",0,19
"9812c736-a211-11e8-9004-8f4a631f500f","4750","2018-08-21",0,79
"e129338e-963f-11e8-a542-2078d824af27","4645","2018-08-04",0,45
"82386dd2-9ba2-11e8-86e9-a25db12b5a53","4625","2018-08-12",0,19
"7dedba16-9bd4-11e8-b6f7-a25db12b5a53","4611","2018-08-12",1,225
